geo,country,year,size_emp,ai__E_AI_BCDP,ai__E_AI_BCST,ai__E_AI_BDDT,ai__E_AI_BEC,ai__E_AI_BIAS,ai__E_AI_BINC,ai__E_AI_BLE,ai__E_AI_BLEG,ai__E_AI_BNU,ai__E_AI_CC,ai__E_AI_CC1SI_DA,ai__E_AI_DA,ai__E_AI_EC,ai__E_AI_PBAM,ai__E_AI_PITS,ai__E_AI_TANY,ai__E_AI_TML,ai__E_AI_TNLG,ai__E_AI_TPA,big_data__E_BDA,big_data__E_BDAEXT,big_data__E_BDAINT,big_data__E_BDAML,big_data__E_BDANL,big_data__E_BDBUY,cloud__E_CC,cloud__E_CC1_S,cloud__E_CC1_SI,cloud__E_CC_DA,cloud__E_CC_PCPU,cloud__E_CC_PCRM,cloud__E_CC_PDB,cloud__E_CC_PDEV,cloud__E_CC_PERP,cloud__E_CC_PFIL,cloud__E_CC_PSEC,data_analytics__E_DA,data_analytics__E_DAEXT,data_analytics__E_DAOWN,data_analytics__E_DASANY,data_analytics__E_DASCRM,data_analytics__E_DASERP,data_analytics__E_DASGE3,data_analytics__E_DASSDS,data_analytics__E_DASWEB,digital_intensity__E_DI3_GELO,digital_intensity__E_DI3_HI,digital_intensity__E_DI3_VHI,digital_intensity__E_DI4_GELO,digital_intensity__E_DI4_HI,digital_intensity__E_DI4_VHI,ecommerce_sales__E_AESELL,ecommerce_sales__E_AWSDS,ecommerce_sales__E_AWSELL,ecommerce_sales__E_AWSFOR,ecommerce_sales__E_AWS_CMP,ecommerce_sales__E_AWS_COWN,ecommerce_sales__E_ESELL,ecommerce_value__E_AWSVAL,ecommerce_value__E_AWSVAL_B2BG,ecommerce_value__E_AWSVAL_B2C,ecommerce_value__E_AWSVAL_CMP,ecommerce_value__E_AWSVAL_CMPQ,ecommerce_value__E_AWSVAL_COWN,ecommerce_value__E_AWSVAL_EU,ecommerce_value__E_AWSVAL_GT1_B2C_GT10WS,ecommerce_value__E_AWSVAL_HM,ecommerce_value__E_AWSVAL_WW,ecommerce_value__E_AXSVAL,ecommerce_value__E_ETURN,ecommerce_value__T_AWS_CMP_GE20,ecommerce_value__T_AWS_GT1_B2C_GT10WS,ict_recruitment__E_ITSPDLA,ict_recruitment__E_ITSPDLET,ict_recruitment__E_ITSPDLWE,ict_recruitment__E_ITSPDSAL,ict_recruitment__E_ITSPRCR2,ict_recruitment__E_ITSPVAC2,ict_training__E_ITSPT2,ict_training__E_ITT2,ict_training__E_ITUST2,target_workflow_automation,target_any_ai,security_concern_index,efficiency_need_proxy,deployment_readiness_index,data_maturity_index,digital_foundation_index,market_digitization_index,ict_capability_index,ict_constraint_index,governance_maturity_proxy,is_sme,adoption_gap_vs_any_ai,security_x_efficiency,deployment_x_data_maturity
EU27_2020,EU-27,2014,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,31.626666666666665,,,,10.63,12.505,19.06,,,24.915,,,,,,,,,,,,,,,,,39.15,,41.57,,,,60.355000000000004,15.91,29.05,14.88,,,,,14.403333333333334,,,43.254999999999995,18.76,,13.93,,,,,35.915,25.013333333333332,54.125,67.35,57.96,,,,,31.626666666666665,,,47.025,53.8375,25.013333333333332,,0,,,
EU27_2020,EU-27,2015,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.74,,48.830000000000005,,,,49.635,26.695,30.996666666666666,20.05333333333333,,,,,19.463333333333335,,,26.345000000000002,6.08,,6.56,,,,,5.495,13.546666666666667,6.04,16.455,14.24,,,,,,,,38.40166666666667,10.5575,13.546666666666667,,1,,,
EU27_2020,EU-27,2015,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.42,,44.955,,,,55.415000000000006,19.445,32.833333333333336,13.386666666666668,,,,,13.0,,,37.010000000000005,12.91,,7.38,,,,,14.58,16.973333333333333,22.725,38.480000000000004,32.68,,,,,,,,42.59666666666667,27.11625,16.973333333333333,,1,,,
EU27_2020,EU-27,2015,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.93,,43.68,,,,62.615,17.36,32.14666666666667,12.743333333333332,,,,,12.39,,,43.74,22.85,,15.71,,,,,37.44,25.883333333333336,55.21,68.155,58.775000000000006,,,,,,,,49.40833333333333,54.895,25.883333333333336,,0,,,
EU27_2020,EU-27,2016,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,17.236666666666665,,,,7.33,9.365,17.107499999999998,,,23.015,,,,,,,,,,,,,,,,,18.31,,49.005,,,,51.305,27.685,31.483333333333334,20.259999999999998,,,,,19.723333333333333,,,25.405,6.16,,6.7,,,,,5.84,15.826666666666668,6.135,17.1,14.71,,,,,17.236666666666665,,,39.54,10.94625,15.826666666666668,,1,,,
EU27_2020,EU-27,2016,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,26.333333333333332,,,,9.81,11.94,19.005,,,26.755,,,,,,,,,,,,,,,,,27.57,,45.31,,,,55.25,18.335,29.939999999999998,15.586666666666666,,,,,15.156666666666668,,,37.835,12.33,,8.49,,,,,14.594999999999999,17.19,22.6,37.535,31.42,,,,,26.333333333333332,,,42.71,26.5375,17.19,,1,,,
EU27_2020,EU-27,2016,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,42.193333333333335,,,,14.485,16.9025,24.4825,,,34.14,,,,,,,,,,,,,,,,,41.66,,44.375,,,,63.14,16.85,28.52,16.003333333333334,,,,,15.58,,,43.739999999999995,21.84,,16.32,,,,,39.205,29.323333333333334,54.28,67.185,57.31,,,,,42.193333333333335,,,49.725,54.495000000000005,29.323333333333334,,0,,,
EU27_2020,EU-27,2017,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.85,,48.31,25.919999999999998,23.7,47.085,50.92,26.985,29.526666666666667,21.77333333333333,11.156666666666666,,39.3,9.496666666666666,21.306666666666665,40.876666666666665,2.9266666666666663,26.724999999999998,7.39,4.36,7.07,,,,,5.6850000000000005,17.430000000000003,6.3149999999999995,16.455,14.315000000000001,,,,,,,,37.573,10.692499999999999,17.430000000000003,,1,,,
EU27_2020,EU-27,2017,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.68,,44.375,28.405,21.03,52.165,56.815,20.669999999999998,31.406666666666666,15.700000000000001,6.513333333333333,,39.1,7.736666666666667,15.236666666666666,36.25,3.1633333333333336,35.945,13.24,4.88,8.36,,,,,16.43,20.55666666666667,22.875,38.370000000000005,32.845,,,,,,,,40.613,27.630000000000003,20.55666666666667,,1,,,
EU27_2020,EU-27,2017,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.26,,44.315,28.97,18.45,57.535,64.11500000000001,20.075,29.383333333333336,17.330000000000002,5.626666666666668,,40.85,6.913333333333334,17.033333333333335,35.93333333333333,2.48,43.035,26.22,6.88,16.2,,,,,40.730000000000004,32.413333333333334,54.03,67.395,58.825,,,,,,,,45.535,55.245000000000005,32.413333333333334,,0,,,
EU27_2020,EU-27,2018,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,21.63,,,,8.227500000000001,11.1175,19.865000000000002,,,27.1525,,,,,,,,,,,,,,,,,16.97,,50.43,,24.34,48.260000000000005,51.06999999999999,28.450000000000003,29.866666666666664,22.426666666666666,10.536666666666667,,40.906666666666666,,21.436666666666667,,,24.915,6.71,4.52,7.44,,,,,5.885,19.263333333333335,6.405,17.525,15.335,,,,,21.63,,,38.214000000000006,11.2875,19.263333333333335,,1,,,
EU27_2020,EU-27,2018,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,33.89,,,,12.3425,14.8375,23.42,,,33.4975,,,,,,,,,,,,,,,,,27.65,,46.900000000000006,,21.560000000000002,53.875,55.72,25.5,35.19,15.123333333333333,7.793333333333334,,42.17333333333334,,14.54,,,31.065,13.14,6.49,9.92,,,,,17.354999999999997,24.13,23.625,38.724999999999994,33.31,,,,,33.89,,,41.141000000000005,28.253749999999997,24.13,,1,,,
EU27_2020,EU-27,2018,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,53.153333333333336,,,,19.2775,21.3825,31.22,,,44.595,,,,,,,,,,,,,,,,,41.95,,45.15,,18.5,59.035000000000004,63.065,20.515,29.113333333333333,17.88,5.3133333333333335,,41.55,,16.66,,,41.5,24.04,6.18,16.88,,,,,43.394999999999996,38.51,55.22,67.855,58.980000000000004,,,,,53.153333333333336,,,45.54,56.3625,38.51,,0,,,
EU27_2020,EU-27,2019,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.65,,49.825,26.03,23.725,50.51,50.959999999999994,27.595,28.343333333333334,23.386666666666667,11.520000000000001,,39.95,,22.873333333333335,,,26.09,7.37,5.23,8.39,,,,,6.3100000000000005,21.07,6.335,18.82,16.875,,,,,,,,38.534,12.085,21.07,,1,,,
EU27_2020,EU-27,2019,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.36,,45.72,29.225,21.625,54.54,56.175,21.209999999999997,30.063333333333333,17.403333333333332,7.026666666666667,,40.38333333333333,,17.0,,,35.79,14.08,5.76,10.23,,,,,17.744999999999997,25.866666666666664,23.13,40.795,35.605000000000004,,,,,,,,41.083999999999996,29.31875,25.866666666666664,,1,,,
EU27_2020,EU-27,2019,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.31,,45.56,30.77,19.73,59.91,64.18,20.725,31.246666666666666,15.876666666666667,4.076666666666667,,43.01333333333333,,15.473333333333334,,,41.7,24.84,7.76,17.81,,,,,45.765,42.36,55.84,69.88,61.54,,,,,,,,46.338,58.256249999999994,42.36,,0,,,
EU27_2020,EU-27,2020,10-49,,,,,,,,,,,,,,,,,,,,12.61,9.453333333333333,37.25,1.95,0.95,2.4766666666666666,33.905,,,,12.393333333333333,14.089999999999998,25.853333333333335,,,36.65,,,,,,,,,,,,,,,,,19.225,,40.42666666666667,,20.166666666666668,37.95,39.31333333333333,30.365,27.26,25.91,10.843333333333334,,42.72333333333333,,25.0,,,23.675,8.08,5.58,9.58,21.32,19.135,18.39,17.79,5.73,27.625,5.93,15.08,12.98,,,,12.61,33.905,5.169999999999999,,31.416333333333334,9.93,20.851999999999997,,1,,,175.28884999999997
EU27_2020,EU-27,2020,50-249,,,,,,,,,,,,,,,,,,,,20.695,11.51,42.48,3.885,1.8250000000000002,3.893333333333333,45.825,,,,18.419999999999998,19.80666666666667,32.51,,,44.57333333333333,,,,,,,,,,,,,,,,,28.759999999999998,,38.580000000000005,,18.896666666666665,42.18,46.26,21.34,29.153333333333332,18.066666666666666,7.233333333333333,,40.330000000000005,,17.196666666666665,,,36.144999999999996,14.99,6.01,10.78,25.63,23.305,22.794999999999998,21.955,17.2,33.34,23.37,37.09,31.14,,,,20.695,45.825,8.801666666666666,,34.93533333333333,27.200000000000003,25.405,,1,,,403.336375
EU27_2020,EU-27,2020,GE250,,,,,,,,,,,,,,,,,,,,34.33,18.526666666666667,51.43666666666667,11.33,5.105,6.756666666666667,65.0,,,,29.02,27.799999999999997,41.21666666666666,,,56.593333333333334,,,,,,,,,,,,,,,,,43.36,,40.02333333333333,,17.503333333333334,48.25333333333334,56.053333333333335,19.615000000000002,27.566666666666666,18.386666666666667,5.36,,41.04666666666667,,17.59333333333333,,,44.065,27.36,7.27,17.02,36.364999999999995,33.33,31.490000000000002,31.12,45.46,46.16,55.9,67.85,59.17,,,,34.33,65.0,16.921666666666667,,41.038666666666664,57.095000000000006,35.693,,0,,,1099.9083333333333
EU27_2020,EU-27,2021,10-49,,,,,,,,,,,,,,,7.613333333333332,6.18,1.775,1.05,2.1,,,,,,,38.29,42.63666666666666,49.01666666666667,,13.103333333333333,14.759999999999998,26.69333333333334,10.853333333333333,13.13,38.40333333333333,34.47,,,,,,,,,,51.79,16.15,2.2,,,,20.634999999999998,,41.93666666666667,19.003333333333334,20.913333333333334,39.04333333333334,39.96666666666667,30.4,26.106666666666666,26.59,11.793333333333335,,41.79,7.156666666666666,25.81,43.333333333333336,2.3766666666666665,23.5,7.8,5.53,9.15,,,,,,,,,,2.1,6.18,,1.6416666666666668,35.05333333333333,,23.38,32.498999999999995,,,21.041666666666664,1,4.08,,
EU27_2020,EU-27,2021,50-249,,,,,,,,,,,,,,,11.933333333333335,12.59,4.355,2.0300000000000002,5.085,,,,,,,53.125,50.23333333333333,56.16,,18.77,20.986666666666668,31.413333333333338,18.39666666666667,19.173333333333332,47.14666666666667,39.723333333333336,,,,,,,,,,72.85,30.33,6.08,,,,29.345,,39.836666666666666,21.006666666666668,19.919999999999998,42.81999999999999,44.50333333333333,21.59,27.99,19.18,7.793333333333333,,39.92,7.196666666666666,18.583333333333332,36.513333333333335,2.8200000000000003,35.870000000000005,14.99,7.13,11.06,,,,,,,,,,5.085,12.59,,3.8233333333333337,43.52766666666666,,36.419999999999995,35.285,,,25.828333333333337,1,7.505,,
EU27_2020,EU-27,2021,GE250,,,,,,,,,,,,,,,20.583333333333332,28.439999999999998,13.065000000000001,5.255,14.58,,,,,,,71.66,61.666666666666664,67.59666666666668,,30.24666666666667,30.886666666666667,40.23,30.933333333333334,21.856666666666666,60.14333333333334,45.61333333333334,,,,,,,,,,88.13,42.6,17.14,,,,44.455,,41.19,23.266666666666666,18.94333333333333,49.01,53.333333333333336,21.14,25.95,19.383333333333333,5.726666666666667,,41.67666666666667,5.949999999999999,18.893333333333334,35.083333333333336,4.28,42.48,27.25,7.98,19.06,,,,,,,,,,14.58,28.439999999999998,,10.966666666666669,55.49399999999999,,49.29,41.386333333333326,,,33.098333333333336,0,13.859999999999998,,
EU27_2020,EU-27,2022,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.79,23.91,2.31,20.990000000000002,,41.81,19.123333333333335,20.563333333333333,38.57666666666667,40.95333333333333,31.73,28.97,25.146666666666665,11.103333333333333,,43.27666666666667,9.333333333333334,24.156666666666666,41.04333333333333,3.0766666666666667,22.240000000000002,7.94,5.44,8.6,25.994999999999997,21.7,22.055,21.155,6.41,31.880000000000003,7.12,17.69,15.66,,,,,,,30.67,32.57866666666666,11.719999999999999,24.557,,1,,,
EU27_2020,EU-27,2022,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.83,45.91,9.97,30.0,,40.96666666666667,23.286666666666665,21.106666666666666,43.48333333333333,45.85,22.669999999999998,27.083333333333332,21.12333333333333,8.07,,40.36333333333334,7.776666666666667,20.576666666666664,37.53666666666667,3.28,34.805,14.97,6.9,12.62,31.95,27.03,25.18,26.145,19.42,38.015,25.82,40.02,34.48,,,,,,,47.903333333333336,36.28133333333333,29.935,29.664000000000005,,1,,,
EU27_2020,EU-27,2022,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.27,54.07,29.54,44.19,,42.916666666666664,24.823333333333334,20.189999999999998,49.49,55.20666666666667,19.435,25.376666666666665,20.516666666666666,6.406666666666666,,39.843333333333334,5.3500000000000005,19.756666666666668,38.20333333333333,2.5799999999999996,42.045,22.95,8.81,18.41,44.7,39.83,37.96,38.71,48.82,53.7,57.56,69.52,62.03,,,,,,,60.29333333333333,42.39866666666667,59.4825,42.980000000000004,,0,,,
EU27_2020,EU-27,2023,10-49,12.897499999999999,14.17,14.0125,7.015000000000001,,14.105,20.3375,13.92,6.4425,4.755000000000001,2.9850000000000003,3.965,5.8566666666666665,7.47,7.723333333333334,6.45,1.8,1.7850000000000001,2.13,,,,,,,42.075,45.59,52.64666666666667,16.675,14.193333333333333,13.693333333333333,25.69333333333333,14.213333333333333,14.413333333333334,40.906666666666666,36.89,28.955,9.405000000000001,23.845,44.10666666666666,24.146666666666665,35.230000000000004,20.813333333333333,6.296666666666666,14.626666666666667,54.78,17.49,3.47,,,,20.97,,42.43666666666667,,19.970000000000002,38.35999999999999,40.48,32.505,28.276666666666667,26.72666666666667,12.923333333333334,,42.07666666666667,,25.883333333333336,,,21.68,8.36,6.32,10.11,,,,,,,,,,2.13,6.45,13.779642857142859,14.374444444444444,28.45071428571429,31.291666666666668,25.246666666666666,32.44333333333333,,,22.30666666666667,1,4.32,198.07471071428574,890.270267857143
EU27_2020,EU-27,2023,50-249,12.5575,13.21,15.7375,5.9025,,16.5575,22.23,13.6725,4.9825,10.690000000000001,8.265,10.335,10.166666666666666,9.143333333333333,13.610000000000001,13.09,4.83,2.83,5.35,,,,,,,59.185,56.36000000000001,62.51666666666667,36.345,21.94333333333333,22.95,33.25,23.76,23.860000000000003,51.53333333333333,45.59666666666667,51.510000000000005,14.504999999999999,46.805,60.656666666666666,34.446666666666665,52.916666666666664,32.68333333333333,14.456666666666665,20.856666666666666,76.1,32.35,9.67,,,,30.33,,41.49666666666667,,20.19666666666667,42.99,46.73666666666667,22.990000000000002,27.613333333333333,21.043333333333333,7.803333333333334,,40.85,,20.386666666666667,,,34.675000000000004,15.4,6.59,12.25,,,,,,,,,,5.35,13.09,14.266785714285716,22.386666666666667,38.053333333333335,48.28333333333333,39.37333333333333,36.35,,,29.603333333333335,1,7.74,319.38577619047624,1837.3417777777777
EU27_2020,EU-27,2023,GE250,14.819999999999999,13.8675,18.165,5.845,,17.0325,25.0425,14.035,5.194999999999999,28.009999999999998,24.295,27.189999999999998,17.236666666666668,15.530000000000001,25.72,30.490000000000002,14.665,7.745,16.475,,,,,,,77.8,71.22000000000001,76.37666666666667,60.805,36.660000000000004,36.193333333333335,44.096666666666664,41.016666666666666,31.74666666666667,66.91,59.07,71.84,22.83,68.805,76.67333333333333,47.32,69.49333333333333,47.36333333333334,30.62,28.893333333333334,91.18,42.03,26.41,,,,45.965,,43.66,,20.776666666666667,49.72,57.6,21.395,25.546666666666667,22.046666666666667,5.180000000000001,,42.42,,21.439999999999998,,,40.230000000000004,23.26,9.69,21.44,,,,,,,,,,16.475,30.490000000000002,15.543928571428571,33.82138888888889,53.96976190476191,65.29222222222222,53.20666666666667,43.544333333333334,,,42.394999999999996,0,14.015,525.7172530753968,3523.8056875661377
EU27_2020,EU-27,2024,10-49,15.47,10.577499999999999,14.2,7.875,,13.2175,22.665,16.9425,7.3549999999999995,,,,9.346666666666666,10.569999999999999,7.023333333333333,11.275,3.15,4.609999999999999,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.07,23.82,4.54,22.005,,42.916666666666664,20.16333333333333,21.456666666666667,39.346666666666664,41.70333333333334,33.155,28.83666666666667,26.596666666666664,14.236666666666666,3.723333333333333,41.199999999999996,8.889999999999999,25.849999999999998,44.71666666666667,3.2933333333333334,21.59,9.49,7.06,10.51,21.055,20.38,19.875,20.55,6.23,28.345,7.11,17.21,14.97,3.05,11.275,14.421071428571429,5.344999999999999,,,32.809999999999995,33.48566666666667,11.379999999999999,22.041,7.023333333333333,1,8.225000000000001,77.08062678571427,
EU27_2020,EU-27,2024,50-249,18.5825,12.98,16.4275,7.8775,,15.842500000000001,26.85,19.3125,5.8025,,,,16.64,13.566666666666665,13.613333333333335,21.009999999999998,7.295,7.895,7.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.48,42.22,15.55,30.57,,41.96,23.296666666666663,20.94,43.77666666666667,47.01,23.085,26.856666666666666,21.86666666666667,8.736666666666666,2.9600000000000004,39.986666666666665,7.256666666666667,21.163333333333334,38.093333333333334,3.283333333333333,34.385,14.99,7.37,12.96,26.79,26.060000000000002,25.655,25.840000000000003,20.16,35.6,26.37,41.43,35.71,7.635,21.009999999999998,16.83892857142857,9.097916666666666,,,49.083333333333336,36.85133333333333,30.917499999999997,27.988999999999997,13.613333333333335,1,13.374999999999998,153.19916889880952,
