geo,country,year,size_emp,E_AI_BCDP,E_AI_BCST,E_AI_BDDT,E_AI_BEC,E_AI_BIAS,E_AI_BINC,E_AI_BLE,E_AI_BLEG,E_AI_BNU,E_AI_CC,E_AI_CC1SI_DA,E_AI_DA,E_AI_EC,E_AI_PBAM,E_AI_PITS,E_AI_TANY,E_AI_TML,E_AI_TNLG,E_AI_TPA,security_concern_index,efficiency_need_proxy,deployment_readiness_index,governance_maturity_proxy,target_workflow_automation,target_any_ai,is_sme,adoption_gap_vs_any_ai,security_x_efficiency
AT,Austria,2025,10-249,18.8775,10.335,15.477500000000001,10.325,,14.0275,25.805,18.9525,8.4625,22.225,9.934999999999999,12.79,16.983333333333334,19.77,7.73,28.775,6.8100000000000005,14.41,5.8100000000000005,16.25714285714286,11.918,14.983333333333333,7.73,5.8100000000000005,28.775,1,22.964999999999996,193.7526285714286
IE,Ireland,2025,10-249,,,,,,,,,,17.240000000000002,12.364999999999998,13.535,,17.30666666666667,10.806666666666667,18.59,5.15,8.43,5.29,,9.942333333333332,14.38,10.806666666666667,5.29,18.59,1,13.3,
SK,Slovakia,2025,10-249,16.415,15.492500000000001,13.485000000000001,5.43,,16.09,18.4025,17.3,5.397500000000001,11.275,7.975,11.995000000000001,9.386666666666667,6.206666666666667,5.41,17.22,3.38,8.91,4.234999999999999,14.659285714285716,6.945333333333333,10.415000000000001,5.41,4.234999999999999,17.22,1,12.985,101.81362571428572
FR,France,2025,10-249,,,,,,,,,,12.1,7.02,10.675,,13.376666666666667,6.3566666666666665,17.04,3.525,6.945,3.9000000000000004,,7.684333333333333,9.931666666666667,6.3566666666666665,3.9000000000000004,17.04,1,13.139999999999999,
BG,Bulgaria,2025,10-249,13.7375,16.055,11.84,8.39,,14.995,21.08,14.455,4.77,5.055,3.34,5.369999999999999,5.053333333333334,12.39,4.916666666666667,8.274999999999999,2.08,3.11,3.55,14.364642857142858,5.3,4.588333333333333,4.916666666666667,3.55,8.274999999999999,1,4.724999999999999,76.13260714285714
HU,Hungary,2025,10-249,15.7575,13.3225,11.455,9.4,,11.99,20.37,15.842500000000001,9.4725,8.115,5.15,6.265,7.836666666666666,12.183333333333335,4.636666666666666,9.89,2.1100000000000003,3.99,3.535,14.019642857142857,5.616666666666667,6.510000000000001,4.636666666666666,3.535,9.89,1,6.355,78.74366071428572
PT,Portugal,2025,10-249,19.16,21.0275,17.009999999999998,12.702499999999999,,16.0275,25.930000000000003,19.91,6.425,7.895,6.484999999999999,8.05,12.86,16.03333333333333,10.430000000000001,10.719999999999999,3.52,4.82,3.44,18.823928571428574,7.172666666666666,7.476666666666667,10.430000000000001,3.44,10.719999999999999,1,7.279999999999999,135.01776500000003
LV,Latvia,2025,10-249,18.97,13.5725,14.9525,9.48,,15.94,20.8875,16.665,9.115,10.0,7.41,8.84,10.386666666666668,14.843333333333334,8.793333333333335,11.33,2.83,4.45,3.44,15.781071428571428,6.880666666666667,8.75,8.793333333333335,3.44,11.33,1,7.890000000000001,108.58429214285715
CZ,Czechia,2025,10-249,,,,,,,,,,14.33,9.995000000000001,13.085,,17.466666666666665,9.476666666666667,16.38,6.18,11.995000000000001,3.415,,10.428333333333333,12.47,9.476666666666667,3.415,16.38,1,12.965,
EE,Estonia,2025,10-249,,,,,,,,,,19.715000000000003,15.475000000000001,18.65,,23.426666666666666,9.433333333333332,22.905,3.615,14.76,3.02,,12.694333333333335,17.94666666666667,9.433333333333332,3.02,22.905,1,19.885,
TR,T?rkiye,2025,10-249,19.5175,21.455,17.365000000000002,13.842500000000001,,19.705,23.835,19.7725,5.244999999999999,3.675,2.4749999999999996,4.154999999999999,9.073333333333332,15.153333333333334,8.15,7.074999999999999,2.65,2.58,2.7199999999999998,19.35607142857143,5.451666666666666,3.435,8.15,2.7199999999999998,7.074999999999999,1,4.3549999999999995,105.5228494047619
CY,Cyprus,2025,10-249,14.832500000000001,12.5825,14.864999999999998,9.8475,,15.525,21.39,16.77,4.57,7.355,5.88,6.640000000000001,7.760000000000001,17.826666666666664,11.39,8.735,3.87,4.265,2.6950000000000003,15.116071428571429,7.059333333333333,6.625,11.39,2.6950000000000003,8.735,1,6.039999999999999,106.7093869047619
SI,Slovenia,2025,10-249,17.0625,14.200000000000001,15.772499999999999,9.5825,,16.8925,23.325,19.03,7.4025,15.8,9.594999999999999,12.475000000000001,11.876666666666667,15.99,16.886666666666667,20.325000000000003,4.1850000000000005,5.555,2.635,16.552142857142858,8.168000000000001,12.623333333333335,16.886666666666667,2.635,20.325000000000003,1,17.690000000000005,135.19790285714288
IT,Italy,2025,10-249,14.0275,14.04,14.735000000000001,8.4175,,12.4225,19.0975,15.44,4.86,14.35,9.545,10.844999999999999,10.063333333333334,10.9,4.416666666666667,15.805,2.93,5.785,2.575,14.025714285714285,6.606999999999999,11.579999999999998,4.416666666666667,2.575,15.805,1,13.23,92.66789428571427
