geo,country,year,size_emp,E_AI_BCDP,E_AI_BCST,E_AI_BDDT,E_AI_BEC,E_AI_BIAS,E_AI_BINC,E_AI_BLE,E_AI_BLEG,E_AI_BNU,E_AI_CC,E_AI_CC1SI_DA,E_AI_DA,E_AI_EC,E_AI_PBAM,E_AI_PITS,E_AI_TANY,E_AI_TML,E_AI_TNLG,E_AI_TPA,security_concern_index,efficiency_need_proxy,deployment_readiness_index,governance_maturity_proxy,target_workflow_automation,target_any_ai,is_sme,adoption_gap_vs_any_ai,security_x_efficiency
AT,Austria,2023,GE250,14.955,11.775,23.585,6.367500000000001,,18.975,26.197499999999998,14.68,9.4825,33.32,25.25,27.4,23.393333333333334,21.526666666666667,24.366666666666664,35.25,20.21,7.54,17.58,16.64785714285714,18.851333333333333,28.656666666666666,24.366666666666664,17.58,35.25,0,17.67,313.83430428571427
AT,Austria,2024,10-249,17.3125,10.407499999999999,15.8125,8.875,,14.085,24.3575,18.705000000000002,10.315,,,,16.56,15.12,7.536666666666666,19.4,6.18,7.925000000000001,4.395,15.650714285714287,8.405,,7.536666666666666,4.395,19.4,1,15.004999999999999,131.54425357142856
AT,Austria,2024,10-49,16.39,10.350000000000001,14.977500000000001,8.8125,,13.33,23.2875,18.2225,10.27,,,,14.923333333333334,14.920000000000002,6.69,17.869999999999997,5.21,7.49,3.6900000000000004,15.05285714285714,7.827500000000001,,6.69,3.6900000000000004,17.869999999999997,1,14.179999999999996,117.82623928571428
AT,Austria,2024,50-249,22.7725,11.3975,20.775,9.7925,,18.5525,31.002499999999998,22.265,11.23,,,,27.62,16.64,11.673333333333334,29.105,12.335,10.715,8.86,19.508214285714285,12.1375,,11.673333333333334,8.86,29.105,1,20.245,236.7809508928571
AT,Austria,2024,GE250,23.695,14.3325,23.5875,7.3275,,17.25,31.3875,23.265,11.985,,,,35.43,19.586666666666666,28.923333333333332,49.94,30.5,18.18,21.22,20.120714285714286,22.37166666666667,,28.923333333333332,21.22,49.94,0,28.72,450.13391309523814
AT,Austria,2025,10-249,18.8775,10.335,15.477500000000001,10.325,,14.0275,25.805,18.9525,8.4625,22.225,9.934999999999999,12.79,16.983333333333334,19.77,7.73,28.775,6.8100000000000005,14.41,5.8100000000000005,16.25714285714286,11.918,14.983333333333333,7.73,5.8100000000000005,28.775,1,22.964999999999996,193.7526285714286
AT,Austria,2025,10-49,18.5475,10.16,15.217500000000001,10.4675,,13.76,25.5125,18.83,8.65,19.765,8.135,10.61,16.12333333333333,19.036666666666665,6.1866666666666665,26.23,5.71,12.695,5.12,16.070714285714285,10.634333333333334,12.836666666666666,6.1866666666666665,5.12,26.23,1,21.11,170.90133261904762
AT,Austria,2025,50-249,21.28,11.6425,17.4175,9.845,,15.945,28.245,20.2175,7.67,37.48,21.15,26.36,23.336666666666662,24.150000000000002,15.15,44.56,13.61,25.06,10.09,17.798928571428572,19.854,28.33,15.15,10.09,44.56,1,34.47,353.37992785714283
AT,Austria,2025,GE250,26.877499999999998,15.4275,18.755,8.7125,,15.6125,26.7425,22.877499999999998,12.8025,65.37,48.47,53.75,31.603333333333335,32.71333333333333,34.17666666666667,68.26,31.42,42.75,26.08,19.28642857142857,37.342666666666666,55.86333333333334,34.17666666666667,26.08,68.26,0,42.18000000000001,720.2066733333332
BA,Bosnia and Herzegovina,2021,10-249,,,,,,,,,,,,,,,,1.935,,,0.635,,0.635,,,0.635,1.935,1,1.3,
BA,Bosnia and Herzegovina,2021,10-49,,,,,,,,,,,,,,,,1.94,,,,,,,,,1.94,1,,
BA,Bosnia and Herzegovina,2021,50-249,,,,,,,,,,,,,,,,1.93,,,1.07,,1.07,,,1.07,1.93,1,0.8599999999999999,
BA,Bosnia and Herzegovina,2021,GE250,,,,,,,,,,,,,,,,5.89,2.07,,5.06,,3.5649999999999995,,,5.06,5.89,0,0.8300000000000001,
BA,Bosnia and Herzegovina,2023,10-249,,,,,,,,,,,,2.81,,,,5.18,3.065,3.2,3.21,,3.07125,2.81,,3.21,5.18,1,1.9699999999999998,
BA,Bosnia and Herzegovina,2023,10-49,,,,,,,,,,,,2.92,,,,5.47,3.48,3.75,3.66,,3.4525,2.92,,3.66,5.47,1,1.8099999999999996,
BA,Bosnia and Herzegovina,2023,50-249,,,,,,,,,,1.81,1.2,2.32,,,4.536666666666666,3.96,1.31,0.86,1.31,,1.45,1.7766666666666666,4.536666666666666,1.31,3.96,1,2.65,
BA,Bosnia and Herzegovina,2023,GE250,,,,,,,,,,5.72,4.02,6.8,,,,9.4,4.08,2.92,4.08,,4.47,5.513333333333333,,4.08,9.4,0,5.32,
BA,Bosnia and Herzegovina,2024,10-249,,,,,,,,,,,,,,,,6.125,2.92,3.87,4.18,,3.6566666666666667,,,4.18,6.125,1,1.9450000000000003,
BA,Bosnia and Herzegovina,2024,10-49,,,,,,,,,,,,,,,,6.45,3.25,4.5,4.62,,4.123333333333334,,,4.62,6.45,1,1.83,
BA,Bosnia and Herzegovina,2024,50-249,,,,,,,,,,,,,,8.333333333333334,11.246666666666668,4.78,1.55,1.25,2.33,,3.3658333333333337,,11.246666666666668,2.33,4.78,1,2.45,
BA,Bosnia and Herzegovina,2024,GE250,,,,,,,,,,,,,,,9.776666666666667,12.29,6.8,3.86,6.84,,5.833333333333333,,9.776666666666667,6.84,12.29,0,5.449999999999999,
BA,Bosnia and Herzegovina,2025,10-249,,,,,,,,,,5.33,3.34,6.57,,10.396666666666667,6.25,10.48,2.56,5.17,2.38,,5.415333333333334,5.08,6.25,2.38,10.48,1,8.100000000000001,
BA,Bosnia and Herzegovina,2025,10-49,,,,,,,,,,4.91,2.8,6.18,,10.033333333333333,,10.445,2.51,5.7,,,6.105833333333333,4.63,,,10.445,1,,
BA,Bosnia and Herzegovina,2025,50-249,,,,,,,,,,7.08,5.57,8.17,,11.866666666666667,,10.63,2.78,2.99,2.3,,5.621333333333334,6.94,,2.3,10.63,1,8.330000000000002,
BA,Bosnia and Herzegovina,2025,GE250,,,,,,,,,,17.42,15.08,16.33,,9.200000000000001,9.953333333333335,18.6,5.97,3.46,3.88,,7.767999999999999,16.276666666666667,9.953333333333335,3.88,18.6,0,14.720000000000002,
BE,Belgium,2021,10-249,8.3025,14.5275,13.7075,3.6425,,15.7275,19.6775,8.584999999999999,4.3825,,,,5.463333333333334,,13.673333333333332,9.3,3.74,1.85,2.54,12.024285714285712,2.7100000000000004,,13.673333333333332,2.54,9.3,1,6.760000000000001,32.585814285714285
BE,Belgium,2021,10-49,7.859999999999999,14.522499999999999,12.6225,3.5,,15.695,19.52,8.56,4.670000000000001,,,,4.283333333333334,,13.326666666666666,8.0,3.11,1.75,1.99,11.754285714285714,2.283333333333333,,13.326666666666666,1.99,8.0,1,6.01,26.83895238095238
BE,Belgium,2021,50-249,10.3125,16.1,17.919999999999998,4.404999999999999,,17.5075,22.207500000000003,9.5625,4.125,,,,12.633333333333333,,15.579999999999998,16.89,7.39,2.4,5.76,14.002142857142855,5.183333333333334,,15.579999999999998,5.76,16.89,1,11.13,72.5777738095238
BE,Belgium,2021,GE250,11.584999999999999,18.044999999999998,21.385,6.4,,20.0425,25.962500000000002,11.3,1.8425,,,,18.883333333333333,,32.14333333333334,41.44,25.06,10.6,22.62,16.38857142857143,19.426666666666666,,32.14333333333334,22.62,41.44,0,18.819999999999997,318.37531428571435
BE,Belgium,2023,10-249,10.0475,11.272499999999999,11.015,4.7375,,11.18,19.3675,11.5675,4.7375,9.72,7.3,9.19,6.1000000000000005,9.693333333333333,9.273333333333332,12.53,3.92,3.53,4.22,11.3125,6.110666666666667,8.736666666666666,9.273333333333332,4.22,12.53,1,8.309999999999999,69.12691666666667
BE,Belgium,2023,10-49,10.405,11.38,9.930000000000001,4.9025,,9.785,19.074999999999996,11.3425,4.9025,7.78,5.55,7.4,5.293333333333333,8.76,7.073333333333333,10.61,3.26,3.43,3.27,10.974285714285713,5.223999999999999,6.91,7.073333333333333,3.27,10.61,1,7.34,57.329668571428556
BE,Belgium,2023,50-249,9.43,11.515,15.09,4.45,,16.25,21.315,12.8975,4.45,20.24,16.84,18.93,10.773333333333333,13.233333333333334,16.610000000000003,22.99,7.5,4.11,9.39,12.992500000000001,10.632666666666667,18.669999999999998,16.610000000000003,9.39,22.99,1,13.599999999999998,138.14492166666668
BE,Belgium,2023,GE250,14.747499999999999,15.945,20.2925,4.6175,,12.315,26.3875,14.1825,4.6175,45.82,42.12,44.44,16.133333333333333,27.209999999999997,42.28333333333333,47.86,27.83,16.39,29.73,15.498214285714287,29.119999999999997,44.126666666666665,42.28333333333333,29.73,47.86,0,18.13,451.308
BE,Belgium,2024,10-249,11.8875,11.595,14.6075,6.22,21.356666666666666,11.684999999999999,21.147499999999997,11.8875,5.3774999999999995,,,,9.856666666666667,17.98333333333333,13.126666666666667,23.09,6.88,11.62,9.12,12.718571428571428,11.400833333333331,,17.241666666666667,9.12,23.09,1,13.97,145.00231309523807
BE,Belgium,2024,10-49,11.665,12.2425,14.5325,5.8774999999999995,17.88333333333333,11.959999999999999,20.365,11.665,5.8925,,,,8.85,17.09,11.25,20.7,5.54,10.49,7.66,12.61535714285714,10.195,,14.566666666666665,7.66,20.7,1,13.04,128.61356607142855
BE,Belgium,2024,50-249,13.294999999999998,9.705,15.62,7.81,31.49666666666667,11.235,25.1175,13.294999999999998,3.6975000000000002,,,,15.74,22.243333333333336,20.753333333333334,35.71,13.93,17.59,16.87,13.72535714285714,17.658333333333335,,26.125,16.87,35.71,1,18.84,242.36693154761903
BE,Belgium,2024,GE250,16.1775,19.965,22.310000000000002,6.9575,32.11666666666667,17.505,30.2225,16.1775,6.2475,,,,18.153333333333332,39.40333333333333,45.593333333333334,66.27,38.73,39.41,40.11,18.47357142857143,39.413333333333334,,38.855000000000004,40.11,66.27,0,26.159999999999997,728.1050285714286
BE,Belgium,2025,10-249,17.0225,11.7475,15.34,9.185,,12.685,24.9325,19.4825,4.9475,26.73,21.0,24.79,11.43,20.856666666666666,11.780000000000001,32.97,9.96,14.45,9.56,15.770714285714288,15.923333333333336,24.173333333333336,11.780000000000001,9.56,32.97,1,23.409999999999997,251.12234047619054
BE,Belgium,2025,10-49,15.7875,11.675,15.3725,9.8875,,12.572500000000002,24.6625,19.18,5.08,22.53,16.63,20.21,10.59,18.446666666666665,8.346666666666666,28.82,8.21,11.39,7.34,15.59107142857143,13.119333333333334,19.79,8.346666666666666,7.34,28.82,1,21.48,204.54446309523811
BE,Belgium,2025,50-249,23.3675,12.62,15.895,6.4174999999999995,,13.7825,27.310000000000002,21.744999999999997,4.57,48.59,43.71,48.55,17.30333333333333,31.26666666666667,25.213333333333335,54.49,19.02,30.32,21.08,17.305357142857144,30.047333333333334,46.95000000000001,25.213333333333335,21.08,54.49,1,33.410000000000004,519.9798345238096
BE,Belgium,2025,GE250,22.15,19.8075,23.212500000000002,6.54,,20.87,31.755,20.3575,3.935,73.33,69.91,73.36,18.173333333333336,51.626666666666665,55.443333333333335,76.41,42.85,53.4,44.96,20.670357142857142,53.239333333333335,72.2,55.443333333333335,44.96,76.41,0,31.449999999999996,1100.4760340476191
BG,Bulgaria,2021,10-249,8.712499999999999,18.4925,9.7425,3.26,,13.7875,14.012500000000001,7.5,6.425000000000001,,,,2.9299999999999997,,5.046666666666666,3.07,0.905,0.335,1.685,10.786785714285713,0.975,,5.046666666666666,1.685,3.07,1,1.3849999999999998,10.51711607142857
BG,Bulgaria,2021,10-49,8.38,18.465,9.405,2.7199999999999998,,13.695,13.9075,7.250000000000001,6.470000000000001,,,,2.953333333333333,,4.3133333333333335,2.665,0.75,0.275,1.415,10.546071428571427,0.8133333333333334,,4.3133333333333335,1.415,2.665,1,1.25,8.577471428571428
BG,Bulgaria,2021,50-249,10.575000000000001,18.645,11.625,6.297499999999999,,14.299999999999999,14.62,8.875,6.1725,,,,2.793333333333333,,7.213333333333334,5.205,1.725,0.655,3.12,12.133928571428571,1.8333333333333333,,7.213333333333334,3.12,5.205,1,2.085,22.24553571428571
BG,Bulgaria,2021,GE250,12.954999999999998,12.962499999999999,14.252500000000001,,,17.185,16.36,8.5625,,,,,4.42,,8.620000000000001,14.72,3.27,1.83,7.42,13.712916666666667,4.173333333333333,,8.620000000000001,7.42,14.72,0,7.300000000000001,57.22857222222222
BG,Bulgaria,2023,10-249,11.084999999999999,13.34,10.3875,5.907500000000001,,9.695,18.835,12.79,1.9224999999999999,2.235,1.51,2.02,3.2099999999999995,6.533333333333334,6.236666666666667,3.4299999999999997,0.845,1.16,1.7349999999999999,11.719999999999999,2.458666666666667,1.9216666666666669,6.236666666666667,1.7349999999999999,3.4299999999999997,1,1.6949999999999998,28.815573333333333
BG,Bulgaria,2023,10-49,10.245,13.3275,9.7875,6.015,,8.6075,19.0125,12.3625,,1.955,1.25,1.665,3.0866666666666664,5.93,4.776666666666666,3.0300000000000002,0.655,1.1949999999999998,1.505,11.336785714285714,2.19,1.6233333333333333,4.776666666666666,1.505,3.0300000000000002,1,1.5250000000000004,24.827560714285713
BG,Bulgaria,2023,50-249,14.735,13.4375,13.02,5.44,,14.432500000000001,18.119999999999997,14.674999999999999,,3.7350000000000003,2.8899999999999997,3.895,3.853333333333333,8.463333333333333,10.753333333333332,5.550000000000001,1.82,0.995,2.9800000000000004,13.408571428571426,3.6306666666666665,3.5066666666666664,10.753333333333332,2.9800000000000004,5.550000000000001,1,2.5700000000000003,48.68205333333332
BG,Bulgaria,2023,GE250,12.9325,16.1575,16.395,4.285,,14.8175,17.5975,11.075,,10.1,8.58,11.01,6.886666666666667,11.526666666666666,12.913333333333332,13.75,5.44,1.97,8.87,13.322857142857142,7.763333333333333,9.896666666666667,12.913333333333332,8.87,13.75,0,4.880000000000001,103.42978095238094
BG,Bulgaria,2024,10-249,10.7025,12.309999999999999,11.709999999999999,5.1875,21.593333333333334,13.444999999999999,17.1975,15.0925,3.8600000000000003,,,,3.4966666666666666,11.780000000000001,5.426666666666667,6.25,1.9899999999999998,2.26,2.74,12.235,4.692500000000001,,13.51,2.74,6.25,1,3.51,57.412737500000006
BG,Bulgaria,2024,10-49,10.28,12.175,11.379999999999999,5.2975,,13.014999999999999,17.6225,15.1325,3.5175,,,,3.106666666666667,11.656666666666666,4.223333333333334,5.575,1.725,2.085,2.3200000000000003,12.128928571428572,4.446666666666667,,4.223333333333334,2.3200000000000003,5.575,1,3.255,53.93330238095239
BG,Bulgaria,2024,50-249,12.3575,13.075,13.090000000000002,4.945,26.676666666666666,15.2025,16.23,15.344999999999999,5.0825,,,,5.7,12.503333333333332,9.616666666666667,10.025,3.4699999999999998,3.2300000000000004,5.085,12.892142857142858,6.0720833333333335,,18.14666666666667,5.085,10.025,1,4.94,78.28216577380952
BG,Bulgaria,2024,GE250,11.415000000000001,13.205,14.844999999999999,9.28,,13.88,17.919999999999998,13.2125,,,,,11.503333333333332,14.9,12.033333333333333,20.19,8.29,5.17,10.9,13.393928571428571,9.815,,12.033333333333333,10.9,20.19,0,9.290000000000001,131.46140892857142
BG,Bulgaria,2025,10-249,13.7375,16.055,11.84,8.39,,14.995,21.08,14.455,4.77,5.055,3.34,5.369999999999999,5.053333333333334,12.39,4.916666666666667,8.274999999999999,2.08,3.11,3.55,14.364642857142858,5.3,4.588333333333333,4.916666666666667,3.55,8.274999999999999,1,4.724999999999999,76.13260714285714
BG,Bulgaria,2025,10-49,13.8025,16.315,11.69,8.33,,15.257499999999999,21.720000000000002,14.84,5.2425,4.365,2.74,4.475,4.836666666666667,12.089999999999998,4.403333333333333,7.335,1.81,3.005,3.13,14.564999999999998,4.901999999999999,3.86,4.403333333333333,3.13,7.335,1,4.205,71.39762999999998
BG,Bulgaria,2025,50-249,13.52,15.0075,12.5825,8.695,,13.9425,18.3875,12.865,2.7224999999999997,8.765,6.5600000000000005,10.195,6.253333333333333,13.786666666666667,6.756666666666667,13.345,3.5599999999999996,3.675,5.789999999999999,13.571428571428571,7.4013333333333335,8.506666666666668,6.756666666666667,5.789999999999999,13.345,1,7.5550000000000015,100.44666666666667
BG,Bulgaria,2025,GE250,15.545000000000002,17.7525,12.1875,8.8875,,15.072500000000002,20.425,17.075,3.2524999999999995,21.14,18.1,22.66,10.633333333333333,20.623333333333335,14.583333333333334,26.18,11.36,10.03,15.36,15.277857142857144,16.006666666666668,20.633333333333336,14.583333333333334,15.36,26.18,0,10.82,244.5475666666667
CY,Cyprus,2021,10-249,8.91,16.865,12.635,8.4875,,15.75,19.130000000000003,12.6725,4.785,,,,4.423333333333333,,17.56,2.395,1.31,0.535,0.795,13.492857142857144,0.88,,17.56,0.795,2.395,1,1.6,11.873714285714287
CY,Cyprus,2021,10-49,7.79,15.584999999999999,13.27,8.3175,,15.5525,18.8825,11.895000000000001,5.234999999999999,,,,3.9133333333333336,,15.37,1.9649999999999999,1.11,0.46499999999999997,0.53,13.041785714285714,0.7016666666666667,,15.37,0.53,1.9649999999999999,1,1.4349999999999998,9.150986309523809
CY,Cyprus,2021,50-249,13.48,22.39,10.770000000000001,9.4875,,17.175,20.8775,16.1375,3.3049999999999997,,,,7.949999999999999,,24.02333333333333,5.325,2.665,1.0,2.605,15.75964285714286,2.09,,24.02333333333333,2.605,5.325,1,2.72,32.93765357142858
CY,Cyprus,2021,GE250,5.0275,15.0925,12.53,10.497499999999999,,12.030000000000001,6.9975000000000005,6.9975000000000005,0.0,,,,10.786666666666667,,26.74,12.91,7.61,0.0,2.64,9.881785714285716,3.4166666666666665,,26.74,2.64,12.91,0,10.27,33.76276785714286
CY,Cyprus,2023,10-249,13.854999999999999,17.3975,15.8175,10.047500000000001,,17.8675,20.9725,13.91,1.8499999999999999,3.84,2.5,3.19,5.753333333333334,9.963333333333333,15.336666666666666,4.470000000000001,1.9249999999999998,1.25,1.2850000000000001,15.695357142857144,3.522666666666667,3.1766666666666663,15.336666666666666,1.2850000000000001,4.470000000000001,1,3.1850000000000005,55.28951142857144
CY,Cyprus,2023,10-49,13.722500000000002,16.575,15.1175,9.0,,16.9025,20.474999999999998,13.795,2.2075,3.225,2.045,2.53,5.016666666666667,8.27,14.486666666666666,3.77,1.605,1.0350000000000001,1.045,15.083928571428572,2.897,2.5999999999999996,14.486666666666666,1.045,3.77,1,2.725,43.69814107142857
CY,Cyprus,2023,50-249,15.25,21.605000000000004,19.495,14.650000000000002,,22.655,24.1825,15.245000000000001,0.615,8.2,5.72,7.8,11.04,15.743333333333332,18.75,9.43,4.19,2.78,2.98,19.011785714285715,6.698666666666666,7.239999999999999,18.75,2.98,9.43,1,6.449999999999999,127.35361523809523
CY,Cyprus,2023,GE250,25.674999999999997,25.8175,23.235,23.0125,,22.935,14.334999999999999,22.7625,5.7975,14.34,10.97,14.44,16.060000000000002,15.286666666666667,21.406666666666666,15.53,12.16,1.09,6.63,22.538928571428574,9.921333333333333,13.25,21.406666666666666,6.63,15.53,0,8.899999999999999,223.61622333333335
CY,Cyprus,2024,10-249,12.665,14.3975,15.159999999999998,9.115,25.19666666666667,16.84,22.82,13.909999999999998,8.75,,,,7.2,16.696666666666665,11.576666666666666,7.335,4.779999999999999,2.83,1.7349999999999999,14.986785714285714,6.510416666666666,,18.386666666666667,1.7349999999999999,7.335,1,5.6,97.5702194940476
CY,Cyprus,2024,10-49,12.14,13.83,15.559999999999999,9.185,24.30333333333333,16.7525,23.4,13.3475,9.5175,,,,6.503333333333333,15.280000000000001,10.44,6.324999999999999,4.045,2.5199999999999996,1.41,14.887857142857142,5.813750000000001,,17.371666666666666,1.41,6.324999999999999,1,4.914999999999999,86.55427946428571
CY,Cyprus,2024,50-249,15.54,17.53,14.157499999999999,9.235,28.406666666666666,18.005,21.412499999999998,17.0,5.852499999999999,,,,12.153333333333334,22.603333333333335,16.22,14.28,9.83,4.925,3.9450000000000003,16.125714285714285,10.325833333333335,,22.313333333333333,3.9450000000000003,14.28,1,10.334999999999999,166.5114380952381
CY,Cyprus,2024,GE250,17.5025,27.5075,15.004999999999999,7.5024999999999995,32.29333333333333,32.5075,20.005,22.505,0.0,,,,16.68,30.596666666666668,26.01,34.91,27.36,15.09,15.09,20.362142857142857,22.034166666666668,,29.151666666666664,15.09,34.91,0,19.819999999999997,448.6628494047619
CY,Cyprus,2025,10-249,14.832500000000001,12.5825,14.864999999999998,9.8475,,15.525,21.39,16.77,4.57,7.355,5.88,6.640000000000001,7.760000000000001,17.826666666666664,11.39,8.735,3.87,4.265,2.6950000000000003,15.116071428571429,7.059333333333333,6.625,11.39,2.6950000000000003,8.735,1,6.039999999999999,106.7093869047619
CY,Cyprus,2025,10-49,14.02,12.4675,14.7275,9.9475,,15.2775,21.457500000000003,15.685,4.88,6.455,4.88,5.529999999999999,6.989999999999999,16.84,10.46,7.734999999999999,3.2,3.725,2.32,14.797500000000001,6.323,5.621666666666667,10.46,2.32,7.734999999999999,1,5.414999999999999,93.56459250000002
CY,Cyprus,2025,50-249,19.0025,13.715,16.18,9.9,,17.3425,22.1525,22.1825,3.4924999999999997,13.36,12.47,13.98,13.046666666666667,22.423333333333336,15.459999999999999,15.325,8.335,7.85,5.18,17.210714285714285,11.553666666666668,13.270000000000001,15.459999999999999,5.18,15.325,1,10.145,198.84685595238096
CY,Cyprus,2025,GE250,20.4175,14.7725,18.305,13.96,,27.5225,18.305,22.5275,4.22,33.22,31.42,34.17,20.24,23.983333333333334,17.453333333333333,35.07,20.29,17.31,11.19,19.401428571428575,21.38866666666667,32.93666666666667,17.453333333333333,11.19,35.07,0,23.880000000000003,414.9706885714287
CZ,Czechia,2021,10-249,,,,,,,,,,,,,,,12.683333333333335,3.7,1.165,0.755,1.02,,0.98,,12.683333333333335,1.02,3.7,1,2.68,
CZ,Czechia,2021,10-49,,,,,,,,,,,,,,,10.76,2.8200000000000003,0.985,0.45499999999999996,0.745,,0.7283333333333334,,10.76,0.745,2.8200000000000003,1,2.075,
CZ,Czechia,2021,50-249,,,,,,,,,,,,,,,16.713333333333335,7.67,1.99,2.09,2.2350000000000003,,2.105,,16.713333333333335,2.2350000000000003,7.67,1,5.435,
CZ,Czechia,2021,GE250,,,,,,,,,,,,,,,21.959999999999997,24.4,7.645,2.07,11.645,,7.12,,21.959999999999997,11.645,24.4,0,12.754999999999999,
CZ,Czechia,2023,10-249,,,,,,,,,,4.095000000000001,2.55,3.2,,8.819999999999999,11.483333333333334,5.07,1.95,0.585,1.455,,3.2019999999999995,3.2816666666666667,11.483333333333334,1.455,5.07,1,3.615,
CZ,Czechia,2023,10-49,,,,,,,,,,3.23,2.17,2.66,,7.913333333333333,9.02,4.075,1.55,0.49,0.9450000000000001,,2.711666666666667,2.686666666666667,9.02,0.9450000000000001,4.075,1,3.13,
CZ,Czechia,2023,50-249,,,,,,,,,,8.225,4.369999999999999,5.775,,11.219999999999999,17.41,9.829999999999998,3.865,1.025,3.89,,5.154999999999999,6.123333333333332,17.41,3.89,9.829999999999998,1,5.939999999999998,
CZ,Czechia,2023,GE250,,,,,,,,,,25.29,17.25,21.435000000000002,,14.393333333333333,24.16333333333333,28.355,12.055,3.06,13.395,,12.867666666666668,21.325,24.16333333333333,13.395,28.355,0,14.96,
CZ,Czechia,2024,10-249,,,,,,,,,,,,,,18.69666666666667,9.4,10.26,4.0649999999999995,5.71,2.315,,7.696666666666667,,9.4,2.315,10.26,1,7.945,
CZ,Czechia,2024,10-49,,,,,,,,,,,,,,18.346666666666668,7.510000000000001,8.875,3.58,5.17,1.885,,7.245416666666667,,7.510000000000001,1.885,8.875,1,6.99,
CZ,Czechia,2024,50-249,,,,,,,,,,,,,,20.563333333333333,15.326666666666666,17.045,6.42,8.325,4.425,,9.933333333333334,,15.326666666666666,4.425,17.045,1,12.620000000000001,
CZ,Czechia,2024,GE250,,,,,,,,,,,,,,29.02,24.51666666666667,40.51,17.935000000000002,13.96,17.405,,19.580000000000002,,24.51666666666667,17.405,40.51,0,23.104999999999997,
