geo,year,size_emp,nace_r2,ai_industry__E_AI_BCDP,ai_industry__E_AI_BCST,ai_industry__E_AI_BDDT,ai_industry__E_AI_BEC,ai_industry__E_AI_BIAS,ai_industry__E_AI_BINC,ai_industry__E_AI_BLE,ai_industry__E_AI_BLEG,ai_industry__E_AI_BNU,ai_industry__E_AI_CC,ai_industry__E_AI_CC1SI_DA,ai_industry__E_AI_DA,ai_industry__E_AI_PBAM,ai_industry__E_AI_PITS,ai_industry__E_AI_TML,ai_industry__E_AI_TNLG,ai_industry__E_AI_TPA,target_workflow_automation,isoc_cicce_usen2__E_CC,isoc_cicce_usen2__E_CC1_S,isoc_cicce_usen2__E_CC1_SI,isoc_cicce_usen2__E_CC_DA,isoc_cicce_usen2__E_CC_PCPU,isoc_cicce_usen2__E_CC_PCRM,isoc_cicce_usen2__E_CC_PDEV,isoc_cicce_usen2__E_CC_PERP,isoc_cicce_usen2__E_CC_PSEC,isoc_e_diin2__E_DI3_GELO,isoc_e_diin2__E_DI3_HI,isoc_e_diin2__E_DI3_VHI,isoc_e_diin2__E_DI4_GELO,isoc_e_diin2__E_DI4_HI,isoc_e_diin2__E_DI4_VHI,isoc_eb_dan2__E_DA,isoc_eb_dan2__E_DASANY,isoc_eb_dan2__E_DASCRM,isoc_eb_dan2__E_DASERP,isoc_eb_dan2__E_DASGE3,isoc_eb_dan2__E_DASSDS,isoc_eb_dan2__E_DASWEB,isoc_eb_bdn2__E_BDA,isoc_eb_bdn2__E_BDAEXT,isoc_eb_bdn2__E_BDAINT,isoc_eb_bdn2__E_BDAML,isoc_eb_bdn2__E_BDANL,isoc_ec_eseln2__E_AESELL,isoc_ec_eseln2__E_AWSDS,isoc_ec_eseln2__E_AWSELL,isoc_ec_eseln2__E_AWSFOR,isoc_ec_eseln2__E_AWS_CMP,isoc_ec_eseln2__E_AWS_COWN,isoc_ec_eseln2__E_ESELL,isoc_ske_ittn2__E_ITSPT2,isoc_ske_ittn2__E_ITT2,isoc_ske_ittn2__E_ITUST2,isoc_ske_itrcrn2__E_ITSPDLA,isoc_ske_itrcrn2__E_ITSPDLET,isoc_ske_itrcrn2__E_ITSPDLWE,isoc_ske_itrcrn2__E_ITSPDSAL,isoc_ske_itrcrn2__E_ITSPRCR2,isoc_ske_itrcrn2__E_ITSPVAC2,isoc_r_cicce_usen2__E_CC,isoc_r_eb_dan2__E_DA,isoc_r_eb_ain2_regionmean__E_AI_TML,isoc_r_eb_ain2_regionmean__E_AI_TNLG,isoc_r_cicce_usen2_regionmean__E_CC,isoc_r_eb_dan2_regionmean__E_DA,security_concern_index,deployment_readiness_index,data_maturity_index,digital_foundation_index,market_digitization_index,ict_constraint_index,governance_maturity_proxy,country,size_rank
AL,2025,GE10,J,,,,,,,,,,,,,15.39,31.62,9.88,21.54,3.42,3.42,51.75,,,48.6,21.953333333333333,26.80666666666667,20.8,25.86,34.656666666666666,,,,,,,,51.826666666666675,38.61666666666667,41.690000000000005,,11.523333333333333,19.186666666666664,,,,,,43.33,,62.22,,20.27333333333333,47.74,,,,,,,,,,,51.75,,9.88,21.54,51.75,,,35.73555555555556,51.826666666666675,,43.39083333333333,,33.138333333333335,Albania,5
AL,2025,GE10,L,,,,,,,,,,,,,20.366666666666664,20.366666666666664,3.04,6.08,3.04,3.04,42.0,,,27.36,26.636666666666667,31.076666666666668,26.636666666666667,31.076666666666668,44.39333333333334,,,,,,,,56.526666666666664,34.57333333333333,47.56,,28.723333333333333,33.66,,,,,,21.28,,47.52,,40.73,47.52,,,,,,,,,,,,,,,,,,37.67666666666667,56.526666666666664,,39.2625,,32.38,Albania,5
AL,2025,GE10,L68,,,,,,,,,,,,,20.366666666666664,20.366666666666664,3.04,6.08,3.04,3.04,42.0,,,27.36,26.636666666666667,31.076666666666668,26.636666666666667,31.076666666666668,44.39333333333334,,,,,,,,56.526666666666664,34.57333333333333,47.56,,28.723333333333333,33.66,,,,,,21.28,,47.52,,40.73,47.52,,,,,,,,,,,,,,,,,,37.67666666666667,56.526666666666664,,39.2625,,32.38,Albania,5
AL,2025,GE10,L_M,,,,,,,,,,,,,15.516666666666667,25.28333333333333,2.53,6.49,3.01,3.01,43.85,,,30.89,16.676666666666666,19.703333333333333,13.296666666666667,27.963333333333335,36.21666666666666,,,,,,,,64.89,25.67,43.73333333333334,,9.726666666666667,17.133333333333336,,,,,,41.74,,61.160000000000004,,21.506666666666664,48.53,,,,,,,,,,,43.85,,2.53,6.49,43.85,,,31.12111111111111,64.89,,43.23416666666667,,30.749999999999996,Albania,5
AL,2025,GE10,M,,,,,,,,,,,,,14.763333333333334,26.060000000000002,2.45,6.55,3.0,3.0,44.12,,,31.41,15.246666666666668,18.073333333333334,11.38,27.51666666666667,35.04666666666667,,,,,,,,66.17333333333333,24.736666666666665,43.48333333333333,,7.53,15.263333333333334,,,,,,44.76,,63.173333333333325,,19.97,49.21333333333334,,,,,,,,,,,,,,,,,,30.182222222222222,66.17333333333333,,44.27916666666666,,30.553333333333335,Albania,5
AL,2025,GE10,N,,,,,,,,,,,,,7.253333333333334,29.69,2.98,4.84,0.93,0.93,33.27,,,25.75,13.696666666666667,24.959999999999997,6.173333333333333,23.86,40.56666666666667,,,,,,,,62.45666666666667,43.699999999999996,40.50666666666667,,7.603333333333334,23.786666666666665,,,,,,34.09,,56.06,,22.706666666666667,52.75333333333333,,,,,,,,,,,33.27,,2.98,4.84,33.27,,,26.67,62.45666666666667,,41.4025,,35.12833333333334,Albania,5
AL,2025,GE10,S951,,,,,,,,,,,,,19.046666666666667,19.046666666666667,0.0,3.57,3.57,3.57,17.87,,,14.3,9.033333333333333,0.0,0.0,9.033333333333333,27.096666666666668,,,,,,,,47.620000000000005,47.620000000000005,23.773333333333337,,7.926666666666667,15.84666666666667,,,,,,35.7,,57.13333333333333,,5.71,57.13333333333333,,,,,,,,,,,,,,,,,,14.988888888888889,47.620000000000005,,38.91916666666667,,23.071666666666665,Albania,5
AT,2021,GE10,C,8.545,18.7675,15.605,2.3375,,19.5575,23.055,9.2025,5.795000000000001,,,,,9.033333333333333,4.095000000000001,0.36,3.06,3.06,37.17,36.43,41.17,,12.14,10.93,16.3,7.510000000000001,26.72,65.11,22.16,5.32,,,,,,,,,,,,,,,,29.189999999999998,,34.1,28.186666666666667,9.863333333333332,40.81333333333333,39.12,,,,,,,,,,,,,,,,13.867142857142856,31.558000000000003,,30.863333333333333,30.617333333333335,,17.876666666666665,Austria,5
AT,2021,GE10,C-E,8.28,18.28,15.2975,2.2275,,19.46,22.86,8.985,5.7425,,,,,9.090000000000002,4.1899999999999995,0.395,3.35,3.35,37.375,36.153333333333336,41.059999999999995,,12.293333333333335,11.329999999999998,16.44333333333333,7.603333333333334,26.01,65.93,22.02,5.52,,,,,,,,,,,,,,,,28.095,,34.13666666666666,27.070000000000004,9.853333333333333,40.79,38.52,,,,,,,,,,,,,,,,13.627142857142859,31.40833333333333,,31.156666666666666,30.278999999999996,,17.55,Austria,5
AT,2021,GE10,C-F,7.527500000000001,16.785,14.2775,1.7625000000000002,,15.700000000000001,20.052500000000002,9.49,4.9675,,,,,6.846666666666667,2.3200000000000003,0.46,1.815,1.815,34.415,33.14333333333334,37.23333333333333,,10.103333333333333,8.093333333333334,11.07,5.46,25.75666666666667,55.31,15.82,3.87,,,,,,,,,,,,,,,,19.064999999999998,,32.29333333333333,20.013333333333332,10.176666666666668,38.11666666666667,32.21333333333333,,,,,,,,,,,,,,,,12.227857142857145,28.32366666666666,,25.0,26.373,,16.30166666666667,Austria,5
AT,2021,GE10,C10-C12,1.76,24.975,3.07,1.04,,23.117500000000003,23.117500000000003,1.04,1.76,,,,,9.87,1.05,0.155,4.0,4.0,,30.173333333333332,,,3.986666666666667,6.77,7.423333333333335,5.163333333333333,24.223333333333333,,15.99,2.25,,,,,,,,,,,,,,,,,,,26.01,10.503333333333334,,,,,,,,,,,,,,,,,,11.16,20.606666666666666,,9.120000000000001,10.503333333333334,,17.046666666666667,Austria,5
AT,2021,GE10,C10-C18,10.657499999999999,20.387500000000003,11.412500000000001,4.7425,,25.7275,22.712500000000002,11.045,9.932500000000001,,,,,9.683333333333334,1.205,0.32,2.98,2.98,28.55,34.47,39.199999999999996,,6.253333333333333,6.006666666666668,12.786666666666667,4.803333333333334,26.703333333333333,57.79,14.87,3.34,,,,,,,,,,,,,,,,35.150000000000006,,38.39333333333333,33.51,11.416666666666666,44.846666666666664,44.91,,,,,,,,,,,,,,,,15.240714285714287,28.341999999999995,,25.333333333333332,34.943333333333335,,18.193333333333335,Austria,5
AT,2021,GE10,C10-S951_X_K,8.7425,15.2475,12.6225,3.7775000000000003,,15.115,17.330000000000002,8.9825,8.8075,,,,,5.766666666666667,3.705,1.01,2.6100000000000003,2.6100000000000003,40.54,37.656666666666666,42.97,,14.346666666666666,13.58,16.813333333333333,9.403333333333334,29.49333333333333,65.36,22.5,5.97,,,,,,,,,,,,,,,,29.815,,45.45666666666667,30.066666666666666,22.44,46.153333333333336,41.17666666666666,,,,,,,,,,,,,,,,11.688214285714285,33.49466666666667,,31.276666666666667,37.00833333333333,,17.63,Austria,5
AT,2021,GE10,C13-C15,6.192499999999999,12.375,18.5675,0.0,,18.5675,24.755,6.192499999999999,0.0,,,,,0.0,0.0,2.01,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.378571428571428,,,0.0,,,0.0,Austria,5
AT,2021,GE10,C16-C18,18.275,20.962500000000002,16.24,8.565,,,24.015,19.5,18.19,,,,,10.843333333333334,1.77,0.18,2.03,2.03,,,,,5.359999999999999,6.73,16.419999999999998,1.4666666666666668,27.376666666666665,,9.37,6.09,,,,,,,,,,,,,,,,,,,,7.583333333333333,,,,,,,,,,,,,,,,,,17.92625,21.898333333333333,,7.7299999999999995,7.583333333333333,,19.11,Austria,5
AT,2021,GE10,C19-C23,5.595,7.12,12.105,1.3325,,17.4025,23.269999999999996,5.5925,2.775,,,,,16.55666666666667,2.95,0.17,2.43,2.43,,,,,16.583333333333332,17.43,17.076666666666668,7.013333333333333,,,21.74,9.98,,,,,,,,,,,,,,,,,,26.430000000000003,36.93333333333334,15.49,38.0,47.11333333333334,,,,,,,,,,,,,,,,10.345357142857141,17.076666666666668,,15.86,31.758333333333333,,16.55666666666667,Austria,5
AT,2021,GE10,C20,13.527500000000002,16.81,15.595,2.42,,9.885,24.61,13.515,4.5125,,,,,7.6866666666666665,3.83,0.0,5.9,5.9,,,,,,,15.94,,,,,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.766071428571431,15.94,,6.37,,,7.6866666666666665,Austria,5
AT,2021,GE10,C21,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,5.66,,3.04,5.88,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.813333333333333,,,,,,,,,,,,,,,,,,0.0,,,,11.813333333333333,,5.66,Austria,5
AT,2021,GE10,C22_C23,3.3525,4.3925,11.3425,1.035,,20.045,23.397499999999997,3.3525,2.315,,,,,20.713333333333335,2.25,0.0,1.39,1.39,,,,,13.38,14.456666666666669,16.016666666666666,2.64,,,16.91,,,,,,,,,,,,,,,,,,,,,15.410000000000002,,,,,,,,,,,,,,,,,,9.559642857142856,16.016666666666666,,16.91,15.410000000000002,,20.713333333333335,Austria,5
AT,2021,GE10,C24_C25,11.334999999999999,24.1925,20.5275,0.4475,,21.4025,22.862499999999997,12.7075,4.5575,,,,,9.996666666666666,2.8,0.24,3.78,3.78,,,,,21.976666666666663,8.733333333333333,19.759999999999998,14.229999999999999,27.376666666666665,,19.08,4.87,,,,,,,,,,,,,,,,23.65,,26.456666666666667,24.05666666666667,9.07,32.75666666666667,32.36333333333334,,,,,,,,,,,,,,,,16.210714285714285,23.56833333333333,,11.975,24.859333333333332,,18.686666666666667,Austria,5
AT,2021,GE10,C26,16.7475,10.6675,25.722499999999997,1.4000000000000001,,11.3125,,22.919999999999998,4.6775,,,,,11.913333333333332,12.06,2.39,3.73,3.73,,,,,14.013333333333334,,,9.923333333333334,,,,14.14,,,,,,,,,,,,,,,,,,,,10.18,,,,,,,,,,,,,,,,,,14.795,,,14.14,10.18,,11.913333333333332,Austria,5
AT,2021,GE10,C26-C33,6.7175,19.3725,18.2425,1.5825,,14.6275,23.515,7.51,4.0775,,,,,6.433333333333334,8.05,0.52,3.0,3.0,45.14,35.79333333333333,41.57666666666667,,11.013333333333334,13.723333333333334,17.546666666666667,6.91,24.183333333333337,73.46,31.31,5.88,,,,,,,,,,,,,,,,24.84,,36.583333333333336,21.323333333333334,6.763333333333333,41.093333333333334,32.71666666666666,,,,,,,,,,,,,,,,13.081071428571429,32.848,,36.88333333333333,28.399333333333328,,15.308333333333335,Austria,5
AT,2021,GE10,C27_C28,6.977499999999999,16.8625,18.5,0.5175,,15.5075,28.1525,7.2025,0.9125,,,,,5.57,13.21,0.3,5.15,5.15,,31.53333333333333,40.28333333333333,,18.96666666666667,17.25,17.553333333333335,5.0,25.150000000000002,,,7.4,,,,,,,,,,,,,,,,18.9,,25.856666666666666,27.58333333333334,16.5,24.583333333333332,34.07666666666666,,,,,,,,,,,,,,,,13.388571428571428,28.630000000000003,,7.4,23.98333333333333,,15.360000000000001,Austria,5
AT,2021,GE10,C28,6.015000000000001,13.6925,22.9775,0.7100000000000001,,19.665,26.814999999999998,9.85,0.0,,,,,5.453333333333333,,0.15,4.4,4.4,,26.189999999999998,35.120000000000005,,18.956666666666667,16.42,12.413333333333334,3.31,21.99,,,6.72,,,,,,,,,,,,,,,,16.55,,28.816666666666666,23.473333333333333,20.923333333333332,20.45,28.233333333333334,,,,,,,,,,,,,,,,14.24642857142857,23.92833333333333,,6.72,22.994666666666667,,13.721666666666666,Austria,5
AT,2021,GE10,C29_C30,20.845,22.8525,,12.7025,,20.3075,22.8525,20.845,26.4375,,,,,7.55,2.93,0.7,4.06,4.06,,,,,13.406666666666668,,17.073333333333334,,,,,12.97,,,,,,,,,,,,,,,,,,,24.8,6.626666666666666,,,,,,,,,,,,,,,,,,20.0675,17.073333333333334,,12.97,6.626666666666666,,7.55,Austria,5
AT,2021,GE10,C31-C33,0.0,25.244999999999997,13.445,0.0,,14.145,16.315,0.0,1.7975,,,,,6.219999999999999,4.11,0.36,1.04,1.04,,,,,3.143333333333333,8.02,12.686666666666666,5.526666666666666,17.453333333333333,,,2.28,,,,,,,,,,,,,,,,,,,17.05,2.3166666666666664,,26.173333333333332,,,,,,,,,,,,,,,,9.878571428571428,15.07,,2.28,14.245,,11.836666666666666,Austria,5
AT,2021,GE10,D_E,3.1649999999999996,9.004999999999999,9.620000000000001,0.0,,18.162499999999998,19.715,4.9,4.9,,,,,9.763333333333334,5.49,0.9,7.34,7.34,,,,,14.270000000000001,16.513333333333332,18.386666666666667,8.87,16.726666666666667,,,8.29,,,,,,,,,,,,,,,,13.09,,40.13666666666666,7.133333333333334,9.973333333333334,41.66,29.689999999999998,,,,,,,,,,,,,,,,9.223928571428571,17.556666666666665,,8.29,26.909999999999997,,13.245000000000001,Austria,5
AT,2021,GE10,E,0.0,20.472499999999997,12.1625,0.0,,14.3875,20.472499999999997,6.0825,6.0825,,,,,7.613333333333334,3.13,0.0,1.1,1.1,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,4.7,,36.46666666666667,7.223333333333333,0.0,36.46666666666667,32.85333333333333,,,,,,,,,,,,,,,,10.511071428571427,,,2.03,22.097333333333335,,7.613333333333334,Austria,5
AT,2021,GE10,F,6.3775,14.674999999999999,13.1275,0.7649999999999999,,7.827500000000001,14.9875,11.675,3.5225,,,,,0.6366666666666667,0.23,0.53,0.11,0.11,31.12,29.55666666666667,32.653333333333336,,7.436666666666667,4.116666666666667,4.45,2.8166666666666664,25.560000000000002,43.42,8.88,2.03,,,,,,,,,,,,,,,,9.03,,33.80666666666667,6.043333333333333,11.806666666666667,35.553333333333335,22.040000000000003,,,,,,,,,,,,,,,,9.919285714285715,24.668000000000003,,18.110000000000003,22.447333333333336,,13.098333333333334,Austria,5
AT,2021,GE10,G,7.7425,16.105,9.735,3.7675,,14.7925,17.1125,7.4675,12.12,,,,,3.773333333333333,3.0700000000000003,0.81,2.7300000000000004,2.7300000000000004,39.42,36.63333333333333,44.163333333333334,,15.270000000000001,18.903333333333332,18.723333333333333,14.963333333333333,29.7,74.14,26.92,8.12,,,,,,,,,,,,,,,,44.12,,52.79666666666666,29.256666666666664,25.439999999999998,53.06333333333333,49.0,,,,,,,,,,,,,,,,10.960357142857145,33.727999999999994,,36.39333333333334,44.884,,16.736666666666665,Austria,5
AT,2021,GE10,G45,9.395,22.589999999999996,1.73,8.685,,8.685,22.884999999999998,9.395,14.617500000000001,,,,,0.0,0.06,0.0,0.23,0.23,,,,,14.606666666666667,19.38,15.209999999999999,13.896666666666667,,,,8.07,,,,,,,,,,,,,,,,,,,21.623333333333335,,,,,,,,,,,,,,,,,,,11.909285714285716,15.209999999999999,,8.07,,,0.0,Austria,5
AT,2021,GE10,G45-S951_X_K,9.265,14.647499999999999,11.97,4.6225000000000005,,14.9125,16.25,8.795,10.415000000000001,,,,,5.413333333333334,4.390000000000001,1.2850000000000001,3.0,3.0,43.58,39.78,45.64000000000001,,16.25,16.02,19.38,11.160000000000002,31.24333333333333,70.35,25.81,7.02,,,,,,,,,,,,,,,,35.155,,50.836666666666666,33.876666666666665,26.576666666666668,50.0,45.06,,,,,,,,,,,,,,,,11.494642857142855,35.92466666666667,,34.39333333333333,41.525666666666666,,18.328333333333333,Austria,5
AT,2021,GE10,G46,7.78,13.7175,14.0525,3.9250000000000003,,20.8375,17.8325,9.7975,13.34,,,,,7.576666666666665,5.36,1.11,3.9,3.9,52.96,44.6,54.86333333333334,,17.096666666666668,21.363333333333333,25.326666666666664,16.446666666666665,31.87,82.32,37.67,10.05,,,,,,,,,,,,,,,,52.13,,47.21666666666667,31.346666666666668,18.05,56.06666666666666,50.99,,,,,,,,,,,,,,,,12.563214285714285,41.924,,43.346666666666664,44.89066666666667,,19.723333333333333,Austria,5
AT,2021,GE10,G47,8.4975,22.655,6.38,0.0,,5.87,14.8775,0.72,9.7325,,,,,0.0,2.215,0.85,2.6500000000000004,2.6500000000000004,26.975,26.47,31.99,,14.226666666666667,16.73333333333333,13.19,14.536666666666667,24.006666666666664,64.08,16.1,6.46,,,,,,,,,,,,,,,,34.745000000000005,,56.093333333333334,30.983333333333334,24.583333333333332,49.85666666666666,41.39666666666667,,,,,,,,,,,,,,,,8.428571428571429,24.526333333333334,,28.88,41.335,,12.003333333333332,Austria,5
AT,2021,GE10,H,6.865,12.605,22.139999999999997,0.0,,23.16,23.135,6.420000000000001,1.97,,,,,8.17,2.77,1.04,1.3849999999999998,1.3849999999999998,33.905,33.53666666666667,42.699999999999996,,14.046666666666667,6.6066666666666665,16.186666666666667,4.3500000000000005,25.233333333333334,50.92,14.19,4.51,,,,,,,,,,,,,,,,30.604999999999997,,47.26,38.11333333333333,30.34,39.626666666666665,42.91,,,,,,,,,,,,,,,,13.475,30.312333333333335,,23.206666666666667,38.148333333333326,,16.701666666666668,Austria,5
AT,2021,GE10,I,13.9425,20.125,12.185,8.4675,,19.267500000000002,9.0425,13.9425,14.85,,,,,0.29000000000000004,0.315,0.545,0.03,0.03,34.84,28.47,33.73333333333333,,4.653333333333333,9.18,8.81,5.953333333333333,24.583333333333332,63.99,22.84,5.92,,,,,,,,,,,,,,,,53.54,,68.7,52.620000000000005,46.79666666666666,64.75333333333333,56.34,,,,,,,,,,,,,,,,13.853214285714285,26.087333333333333,,30.916666666666668,58.025999999999996,,12.436666666666666,Austria,5
