geo,country,year,size_emp,ai__E_AI_BCDP,ai__E_AI_BCST,ai__E_AI_BDDT,ai__E_AI_BEC,ai__E_AI_BIAS,ai__E_AI_BINC,ai__E_AI_BLE,ai__E_AI_BLEG,ai__E_AI_BNU,ai__E_AI_CC,ai__E_AI_CC1SI_DA,ai__E_AI_DA,ai__E_AI_EC,ai__E_AI_PBAM,ai__E_AI_PITS,ai__E_AI_TANY,ai__E_AI_TML,ai__E_AI_TNLG,ai__E_AI_TPA,big_data__E_BDA,big_data__E_BDAEXT,big_data__E_BDAINT,big_data__E_BDAML,big_data__E_BDANL,big_data__E_BDBUY,cloud__E_CC,cloud__E_CC1_S,cloud__E_CC1_SI,cloud__E_CC_DA,cloud__E_CC_PCPU,cloud__E_CC_PCRM,cloud__E_CC_PDB,cloud__E_CC_PDEV,cloud__E_CC_PERP,cloud__E_CC_PFIL,cloud__E_CC_PSEC,data_analytics__E_DA,data_analytics__E_DAEXT,data_analytics__E_DAOWN,data_analytics__E_DASANY,data_analytics__E_DASCRM,data_analytics__E_DASERP,data_analytics__E_DASGE3,data_analytics__E_DASSDS,data_analytics__E_DASWEB,digital_intensity__E_DI3_GELO,digital_intensity__E_DI3_HI,digital_intensity__E_DI3_VHI,digital_intensity__E_DI4_GELO,digital_intensity__E_DI4_HI,digital_intensity__E_DI4_VHI,ecommerce_sales__E_AESELL,ecommerce_sales__E_AWSDS,ecommerce_sales__E_AWSELL,ecommerce_sales__E_AWSFOR,ecommerce_sales__E_AWS_CMP,ecommerce_sales__E_AWS_COWN,ecommerce_sales__E_ESELL,ecommerce_value__E_AWSVAL,ecommerce_value__E_AWSVAL_B2BG,ecommerce_value__E_AWSVAL_B2C,ecommerce_value__E_AWSVAL_CMP,ecommerce_value__E_AWSVAL_CMPQ,ecommerce_value__E_AWSVAL_COWN,ecommerce_value__E_AWSVAL_EU,ecommerce_value__E_AWSVAL_GT1_B2C_GT10WS,ecommerce_value__E_AWSVAL_HM,ecommerce_value__E_AWSVAL_WW,ecommerce_value__E_AXSVAL,ecommerce_value__E_ETURN,ecommerce_value__T_AWS_CMP_GE20,ecommerce_value__T_AWS_GT1_B2C_GT10WS,ict_recruitment__E_ITSPDLA,ict_recruitment__E_ITSPDLET,ict_recruitment__E_ITSPDLWE,ict_recruitment__E_ITSPDSAL,ict_recruitment__E_ITSPRCR2,ict_recruitment__E_ITSPVAC2,ict_training__E_ITSPT2,ict_training__E_ITT2,ict_training__E_ITUST2,target_workflow_automation,target_any_ai,security_concern_index,efficiency_need_proxy,deployment_readiness_index,data_maturity_index,digital_foundation_index,market_digitization_index,ict_capability_index,ict_constraint_index,governance_maturity_proxy,is_sme,adoption_gap_vs_any_ai,security_x_efficiency,deployment_x_data_maturity
AL,Albania,2025,GE250,,,,,,,,,,,,,,10.923333333333332,33.54,24.78,9.12,9.33,3.06,,,,,,,54.5,,,39.56,11.990000000000002,17.14,22.27,11.350000000000001,29.466666666666665,31.626666666666665,38.14333333333334,,,45.24,63.49333333333334,39.84,43.629999999999995,,11.073333333333332,19.97,,,,,,,27.88,,51.919999999999995,,16.063333333333336,49.81,,,,,,,,,,,,,,,,,,,,,,,,,3.06,24.78,,19.185333333333336,34.66444444444445,63.49333333333334,,36.41833333333334,,,35.84166666666667,0,21.720000000000002,,2200.9611259259264
AT,Austria,2010,10-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.91,,,,,,44.95,,,,,,,,,,,,7.56,,,,,,,,,,,,,,,,,,,30.93,,,,1,,,
AT,Austria,2010,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.04,,,,,,43.235,,,,,,,,,,,,4.19,,,,,,,,,,,,,,,,,,,29.1375,,,,1,,,
AT,Austria,2010,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.05,,,,,,52.75,,,,,,,,,,,,10.82,,,,,,,,,,,,,,,,,,,40.4,,,,1,,,
AT,Austria,2010,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.01,,,,,,67.375,,,,,,,,,,,,19.57,,,,,,,,,,,,,,,,,,,56.692499999999995,,,,0,,,
AT,Austria,2011,10-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.15,,44.38,,,,41.36,8.86,,,,,,,,,,45.67,9.06,,,,,,,,,,,,,,,,,,,33.29666666666667,,,,1,,,
AT,Austria,2011,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.77,,45.925000000000004,,,,39.6,7.785,,,,,,,,,,46.995000000000005,9.56,,,,,,,,,,,,,,,,,,,32.76500000000001,,,,1,,,
AT,Austria,2011,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,,39.919999999999995,,,,49.019999999999996,9.965,,,,,,,,,,44.335,8.6,,,,,,,,,,,,,,,,,,,37.10999999999999,,,,1,,,
AT,Austria,2011,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.19,,39.165,,,,63.84,11.299999999999999,,,,,,,,,,48.705,20.01,,,,,,,,,,,,,,,,,,,49.39833333333333,,,,0,,,
AT,Austria,2012,10-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.73,,43.56,,,,39.540000000000006,11.635000000000002,29.993333333333336,11.100000000000001,,,,,,,,42.005,7.28,,,,,,,7.46,19.38,9.635,27.915,24.66,,,,,,,,32.61000000000001,17.417499999999997,19.38,,1,,,
AT,Austria,2012,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,45.31,,,,37.315,17.855,31.05,14.196666666666667,,,,,,,,34.015,3.74,,,,,,,5.83,18.633333333333336,6.68,23.96,21.09,,,,,,,,31.90833333333333,14.39,18.633333333333336,,1,,,
AT,Austria,2012,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,,38.915,,,,48.75,9.92,30.116666666666664,9.83,,,,,,,,45.074999999999996,9.99,,,,,,,17.08,23.12,27.095,51.33,45.78,,,,,,,,37.355,35.32125,23.12,,1,,,
AT,Austria,2012,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.87,,37.07,,,,62.825,6.77,29.55333333333333,8.290000000000001,,,,,,,,53.66,20.86,,,,,,,47.22,37.73333333333333,65.42,81.99,75.96,,,,,,,,47.92166666666666,67.64750000000001,37.73333333333333,,0,,,
AT,Austria,2013,10-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.62,,44.115,,,,43.97,9.825,24.319999999999997,15.57,,,,,15.193333333333335,,,43.12,5.89,,3.9,,,,,,,,,,,,,,,,,34.568333333333335,,,,1,,,
AT,Austria,2013,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.88,,45.230000000000004,,,,42.94,15.835,19.906666666666666,23.986666666666665,,,,,23.430000000000003,,,35.395,2.46,,3.23,,,,,,,,,,,,,,,,,34.01666666666667,,,,1,,,
AT,Austria,2013,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.94,,41.785,,,,49.199999999999996,8.705,26.206666666666663,12.933333333333332,,,,,12.61,,,45.375,8.17,,4.35,,,,,,,,,,,,,,,,,38.975,,,,1,,,
AT,Austria,2013,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9,,40.895,,,,59.54,6.625,28.689999999999998,9.06,,,,,7.949999999999999,,,52.955,19.16,,11.93,,,,,,,,,,,,,,,,,47.778333333333336,,,,0,,,
AT,Austria,2014,10-249,,,,,,,,,,,,,,,,,,,,,,,,,,11.413333333333334,,,,5.1525,7.4725,10.379999999999999,,,18.4075,,,,,,,,,,,,,,,,,16.64,,47.35,,,,43.735,11.155,24.046666666666667,16.72666666666667,,,,,16.316666666666666,,,42.395,7.1,,4.84,,,,,6.895,23.349999999999998,10.55,32.989999999999995,30.3,,,,,11.413333333333334,,,35.90833333333333,20.183749999999996,23.349999999999998,,1,,,
AT,Austria,2014,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,10.453333333333333,,,,4.7125,6.75,9.424999999999999,,,17.1875,,,,,,,,,,,,,,,,,14.92,,49.599999999999994,,,,41.3,12.7,22.34,19.463333333333335,,,,,18.816666666666666,,,39.495,4.39,,3.92,,,,,5.345000000000001,24.296666666666667,7.51,29.045,26.835,,,,,10.453333333333333,,,35.27333333333333,17.18375,24.296666666666667,,1,,,
AT,Austria,2014,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,17.203333333333333,,,,7.197499999999999,10.84,14.8325,,,24.284999999999997,,,,,,,,,,,,,,,,,27.12,,40.62,,,,54.254999999999995,10.684999999999999,24.86,15.596666666666666,,,,,15.286666666666667,,,43.885,9.13,,5.52,,,,,16.27,23.453333333333333,29.035,56.935,51.349999999999994,,,,,17.203333333333333,,,40.665,38.3975,23.453333333333333,,1,,,
AT,Austria,2014,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,23.623333333333335,,,,8.85,12.255,12.932500000000001,,,20.252499999999998,,,,,,,,,,,,,,,,,45.68,,40.685,,,,64.165,7.92,26.05333333333333,12.56,,,,,11.950000000000001,,,52.964999999999996,21.77,,11.67,,,,,45.135000000000005,38.97666666666667,66.295,84.44,75.505,,,,,23.623333333333335,,,50.17666666666667,67.84375,38.97666666666667,,0,,,
AT,Austria,2015,10-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.07,,46.120000000000005,,,,47.46,11.645,22.366666666666664,18.726666666666667,,,,,18.360000000000003,,,42.38,8.05,,6.38,,,,,7.275,20.28,10.945,31.86,29.255000000000003,,,,,,,,36.88333333333333,19.833750000000002,20.28,,1,,,
AT,Austria,2015,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.03,,47.745000000000005,,,,45.835,18.540000000000003,23.256666666666664,22.436666666666667,,,,,21.836666666666662,,,33.655,4.39,,4.96,,,,,6.1,19.553333333333335,8.04,27.700000000000003,25.49,,,,,,,,36.20333333333334,16.8325,19.553333333333335,,1,,,
AT,Austria,2015,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.28,,42.535,,,,55.72,9.56,22.503333333333334,17.21,,,,,16.953333333333333,,,45.855000000000004,10.82,,7.46,,,,,14.895,23.919999999999998,29.71,58.745000000000005,53.504999999999995,,,,,,,,42.845,39.213750000000005,23.919999999999998,,1,,,
AT,Austria,2015,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.22,,42.51,,,,63.485,7.99,24.59,14.07,,,,,13.436666666666667,,,54.885000000000005,25.75,,10.28,,,,,46.26,45.376666666666665,69.72,86.54,80.47,,,,,,,,51.405,70.7475,45.376666666666665,,0,,,
AT,Austria,2016,10-249,,,,,,,,,,,,,,,,,,,,,,,,,,16.613333333333333,,,,9.0275,9.7175,13.5075,,,22.9725,,,,,,,,,,,,,,,,,18.61,,48.295,,,,46.245000000000005,20.09,28.27,18.45,,,,,18.076666666666664,,,32.765,5.72,,7.26,,,,,7.555,23.186666666666667,11.635,35.375,32.74,,,,,16.613333333333333,,,37.71666666666667,21.82625,23.186666666666667,,1,,,
AT,Austria,2016,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,15.74,,,,9.15,9.67,13.982500000000002,,,22.9775,,,,,,,,,,,,,,,,,16.84,,50.11,,,,44.785,33.15,32.65333333333333,22.78333333333333,,,,,22.116666666666664,,,18.495,3.29,,6.77,,,,,5.895,23.563333333333333,8.4,31.58,29.47,,,,,15.74,,,37.245,18.836249999999996,23.563333333333333,,1,,,
AT,Austria,2016,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,22.246666666666666,,,,8.559999999999999,10.129999999999999,11.3675,,,23.465,,,,,,,,,,,,,,,,,30.11,,42.725,,,,53.765,15.66,27.006666666666664,16.750000000000004,,,,,16.54,,,38.155,7.63,,7.65,,,,,18.310000000000002,24.846666666666668,32.5,59.864999999999995,53.84,,,,,22.246666666666666,,,42.199999999999996,41.12875,24.846666666666668,,1,,,
AT,Austria,2016,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,35.07,,,,13.0925,12.96,16.5625,,,27.652499999999996,,,,,,,,,,,,,,,,,48.22,,42.53,,,,64.0,10.835,20.463333333333335,20.093333333333334,,,,,19.643333333333334,,,52.855,27.38,,11.63,,,,,43.65,41.79666666666667,63.74,82.92,77.17,,,,,35.07,,,51.583333333333336,66.86999999999999,41.79666666666667,,0,,,
AT,Austria,2017,10-249,,,,,,,,,,,,,,,,,,,,,,,,,,20.456666666666667,,,,7.52,8.625,11.5,,,27.805,,,,,,,,,,,,,,,,,20.5,,49.055,38.55,25.605,46.6,48.49,20.76,23.606666666666666,23.573333333333334,11.013333333333334,,36.163333333333334,13.12,23.03,31.03333333333333,3.026666666666667,32.47,6.46,4.95,9.7,,,,,8.485,25.723333333333333,13.34,29.13,25.490000000000002,,,,,20.456666666666667,,,38.05,19.111250000000002,25.723333333333333,,1,,,
AT,Austria,2017,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,19.23,,,,7.1274999999999995,8.077499999999999,11.435,,,27.3775,,,,,,,,,,,,,,,,,18.86,,50.04,38.365,26.45,45.5,47.115,33.75,24.39333333333333,31.44333333333333,15.216666666666669,,40.61666666666667,15.030000000000001,30.87,37.126666666666665,3.686666666666667,18.39,4.28,5.5,8.88,,,,,6.875,24.599999999999998,10.54,25.14,21.68,,,,,19.23,,,37.592999999999996,16.05875,24.599999999999998,,1,,,
AT,Austria,2017,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,28.34,,,,9.760000000000002,11.655,12.245000000000001,,,30.835,,,,,,,,,,,,,,,,,31.1,,46.2,39.88,21.77,52.54,55.835,15.379999999999999,24.39333333333333,19.19,8.58,,35.01,12.49,18.64,28.38,2.72,38.714999999999996,8.19,4.52,10.34,,,,,18.85,31.433333333333337,31.37,54.83,50.05,,,,,28.34,,,41.489,38.775,31.433333333333337,,1,,,
AT,Austria,2017,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,42.57,,,,12.5975,16.715,17.439999999999998,,,34.3975,,,,,,,,,,,,,,,,,48.55,,43.235,38.85,17.265,58.375,66.24000000000001,9.370000000000001,25.89,13.693333333333335,3.8200000000000003,,35.76333333333333,10.57,13.336666666666668,23.493333333333336,5.516666666666667,52.53,23.8,2.71,14.21,,,,,48.55,47.06666666666666,66.39,80.34,75.0,,,,,42.57,,,46.733000000000004,67.57000000000001,47.06666666666666,,0,,,
AT,Austria,2018,10-249,,,,,,,,,,,,,,,,,,,,,,,,,,22.543333333333333,,,,8.059999999999999,8.5825,12.825000000000001,,,28.2775,,,,,,,,,,,,,,,,,17.41,,51.650000000000006,,27.75,54.175,45.445,25.240000000000002,24.78333333333333,25.37666666666667,8.436666666666666,,41.72666666666667,,25.19666666666667,,,28.08,6.64,4.39,16.04,,,,,6.79,28.919999999999998,8.98,25.28,22.72,,,,,22.543333333333333,,,39.286,15.9425,28.919999999999998,,1,,,
AT,Austria,2018,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,20.62,,,,7.2925,8.0375,12.445,,,27.305,,,,,,,,,,,,,,,,,15.99,,52.195,,29.4,53.714999999999996,44.82,35.845000000000006,26.08,31.156666666666666,14.923333333333332,,42.31333333333334,,30.873333333333335,,,15.97,3.63,5.79,7.96,,,,,4.96,28.153333333333336,6.12,21.64,19.62,,,,,20.62,,,39.224000000000004,13.085,28.153333333333336,,1,,,
AT,Austria,2018,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,35.02,,,,12.2175,11.725,15.375,,,34.599999999999994,,,,,,,,,,,,,,,,,26.61,,50.68,,20.445,57.125,49.295,22.005,24.726666666666663,23.276666666666667,5.640000000000001,,42.36333333333334,,23.13333333333333,,,32.505,9.03,3.29,22.45,,,,,18.66,34.593333333333334,27.49,48.85,42.81,,,,,35.02,,,40.831,34.4525,34.593333333333334,,1,,,
AT,Austria,2018,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,16.09,17.965,17.75,,,41.224999999999994,,,,,,,,,,,,,,,,,54.14,,42.43,,15.55,62.795,68.035,9.595,23.84,15.89,2.5733333333333333,,37.163333333333334,,15.446666666666667,,,52.08,23.36,2.24,13.41,,,,,47.8,55.330000000000005,60.14,77.87,69.22,,,,,50.0,,,48.589999999999996,63.75749999999999,55.330000000000005,,0,,,
AT,Austria,2019,10-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.57,,52.080000000000005,39.84,30.305,53.12,49.370000000000005,23.375,20.11,28.813333333333333,10.696666666666667,,38.21666666666666,15.456666666666669,28.14,30.166666666666668,3.2933333333333334,31.285,9.32,6.69,14.04,,,,,7.32,27.486666666666665,8.21,16.58,13.59,,,,,,,,41.68900000000001,11.424999999999999,27.486666666666665,,1,,,
AT,Austria,2019,10-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.84,,53.255,38.89,31.68,52.44499999999999,48.050000000000004,38.135,18.656666666666666,40.10666666666667,20.723333333333333,,38.04,21.863333333333333,39.45,31.796666666666667,5.1,14.285,4.84,6.86,10.16,,,,,5.71,26.516666666666666,5.71,13.54,11.19,,,,,,,,41.454,9.0375,26.516666666666666,,1,,,
AT,Austria,2019,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.85,,48.19,45.175,23.395,57.144999999999996,56.660000000000004,18.924999999999997,21.78,24.17,5.913333333333333,,40.03666666666667,12.783333333333333,23.463333333333335,30.676666666666666,2.4966666666666666,37.605,13.07,6.54,17.29,,,,,17.75,33.01333333333333,24.48,36.3,29.18,,,,,,,,44.047999999999995,26.927500000000002,33.01333333333333,,1,,,
AT,Austria,2019,GE250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.35,,44.825,39.47,17.424999999999997,62.585,67.36,12.330000000000002,22.263333333333332,19.290000000000003,5.836666666666667,,35.71333333333333,8.806666666666667,18.706666666666667,25.05,7.7,47.78,20.22,7.87,16.83,,,,,53.67,58.23333333333333,59.9,71.5,62.12,,,,,,,,49.309000000000005,61.7975,58.23333333333333,,0,,,
AT,Austria,2020,10-249,,,,,,,,,,,,,,,,,,,,8.125,16.69333333333333,30.673333333333332,2.795,1.3849999999999998,8.436666666666666,37.415000000000006,,,,11.043333333333331,11.51,18.12,,,43.169999999999995,,,,,,,,,,,,,,,,,28.185,,46.06666666666666,,24.643333333333334,44.11333333333334,40.16666666666667,25.795,23.623333333333335,26.91,15.443333333333333,,35.089999999999996,,26.72,,,29.445,10.48,12.23,17.08,32.870000000000005,31.93,25.974999999999998,24.15,7.74,39.445,9.47,16.29,13.14,,,,8.125,37.415000000000006,4.101666666666667,,36.635000000000005,11.66,30.874000000000002,,1,,,153.46385833333335
AT,Austria,2020,10-49,,,,,,,,,,,,,,,,,,,,6.855,16.246666666666666,30.423333333333332,2.505,1.31,8.856666666666667,35.695,,,,10.363333333333335,10.54,17.563333333333333,,,42.38,,,,,,,,,,,,,,,,,26.705,,46.156666666666666,,24.643333333333334,43.39333333333334,39.166666666666664,29.78,19.893333333333334,33.300000000000004,19.64,,33.550000000000004,,33.11333333333333,,,25.48,10.53,12.23,15.78,32.825,31.125,25.145000000000003,22.18,5.82,38.225,7.03,13.26,10.68,,,,6.855,35.695,3.5566666666666666,,36.013000000000005,9.1975,29.900000000000006,,1,,,126.95521666666667
AT,Austria,2020,50-249,,,,,,,,,,,,,,,,,,,,16.27,19.30333333333333,33.653333333333336,4.69,1.86,7.713333333333334,48.48,,,,14.936666666666667,16.996666666666666,21.506666666666664,,,48.31666666666667,,,,,,,,,,,,,,,,,37.7,,46.68,,24.87,48.50333333333333,46.29,22.729999999999997,27.233333333333334,21.25,11.709999999999999,,36.776666666666664,,21.06,,,32.49,10.44,12.23,18.08,35.489999999999995,36.065,29.735,30.169999999999998,20.06,45.055,25.2,35.78,28.93,,,,16.27,48.48,7.6066666666666665,,40.80866666666667,27.4925,35.30299999999999,,1,,,368.77119999999996
