dataset,feature,feature_label,importance_mean,importance_std
stage1_sme_size_class,ecommerce_value__E_ETURN,ecommerce value  E ETURN,0.00033104127485260776,0.000147173230347509
stage1_sme_size_class,ecommerce_value__E_AWSVAL_CMP,ecommerce value  E AWSVAL CMP,0.00031997770126451774,0.00022474218039380406
stage1_sme_size_class,size_emp,size emp,0.00024357098886385042,0.00011862450549890866
stage1_sme_size_class,data_analytics__E_DAEXT,data analytics  E DAEXT,0.0002416156416261602,9.124438696062975e-05
stage1_sme_size_class,ecommerce_value__E_AWSVAL_CMPQ,ecommerce value  E AWSVAL CMPQ,0.0002377176953333541,0.00037098741471248135
stage1_sme_size_class,data_analytics__E_DASWEB,data analytics  E DASWEB,0.00021911860330865265,0.00010252139257417593
stage1_sme_size_class,ecommerce_value__E_AWSVAL_EU,ecommerce value  E AWSVAL EU,0.0002135695067334483,9.738399067369142e-05
stage1_sme_size_class,ecommerce_value__E_AXSVAL,ecommerce value  E AXSVAL,0.0002105366167581002,0.0001336542061813564
stage1_sme_size_class,cloud__E_CC_DA,Cloud data analytics,0.000209422117220646,4.0157599348516606e-05
stage1_sme_size_class,governance_maturity_proxy,governance maturity proxy,0.00019825531470940572,0.0001273777854042089
stage1_sme_size_class,data_maturity_index,Data maturity,0.00018231724812323158,6.580708417506982e-05
stage1_sme_size_class,ecommerce_value__T_AWS_GT1_B2C_GT10WS,ecommerce value  T AWS GT1 B2C GT10WS,0.0001771537885122687,0.0002007477916355126
stage1_sme_size_class,cloud__E_CC,cloud  E CC,0.00016170030625398124,4.2322910523658883e-05
stage1_sme_size_class,ai__E_AI_CC,ai  E AI CC,0.00016103442261638143,1.9514277449606302e-05
stage1_sme_size_class,ict_recruitment__E_ITSPDLA,ict recruitment  E ITSPDLA,0.00015907800878219488,1.9562808855404666e-05
stage1_sme_size_class,ecommerce_value__E_AWSVAL_WW,ecommerce value  E AWSVAL WW,0.0001453998862333735,5.126575952010641e-05
stage1_sme_size_class,geo,Country heterogeneity,0.00014535077680805086,6.491026485552813e-05
stage1_sme_size_class,deployment_x_data_maturity,deployment x data maturity,0.00014123334066314572,8.771865366977443e-05
stage1_sme_size_class,data_analytics__E_DASGE3,data analytics  E DASGE3,0.0001404905289167646,8.447034083206774e-05
stage1_sme_size_class,cloud__E_CC_PFIL,cloud  E CC PFIL,0.00010336176139052096,0.00015880532305076337
stage1_sme_size_class,data_analytics__E_DA,data analytics  E DA,9.361820645787759e-05,4.1012392061264164e-05
stage1_sme_size_class,security_x_efficiency,security x efficiency,8.041123420783151e-05,4.3157440405093104e-05
stage1_sme_size_class,data_analytics__E_DASSDS,data analytics  E DASSDS,7.989677731866836e-05,3.1904758911053444e-05
stage1_sme_size_class,ai__E_AI_CC1SI_DA,ai  E AI CC1SI DA,7.728233296577791e-05,5.69301899061971e-05
stage1_sme_size_class,data_analytics__E_DASERP,data analytics  E DASERP,7.299311652287736e-05,2.054047479235734e-05
stage1_sme_size_class,data_analytics__E_DASANY,Data analytics use,6.82537849470144e-05,3.415469828623595e-05
stage1_sme_size_class,cloud__E_CC_PSEC,cloud  E CC PSEC,6.073627457795864e-05,5.471822155038161e-05
stage1_sme_size_class,ict_recruitment__E_ITSPDLWE,ict recruitment  E ITSPDLWE,5.7734382675617146e-05,9.080867270251079e-06
stage1_sme_size_class,ai__E_AI_BDDT,ai  E AI BDDT,5.2165680104502656e-05,0.0001400784848934229
stage1_sme_size_class,data_analytics__E_DAOWN,data analytics  E DAOWN,4.941067540972788e-05,2.5402902488168722e-05
stage1_sme_size_class,ai__E_AI_DA,ai  E AI DA,4.8348927870126936e-05,3.745677461256547e-05
stage1_sme_size_class,is_sme,is sme,4.707183309675863e-05,3.760508160583479e-05
stage1_sme_size_class,ai__E_AI_BLEG,ai  E AI BLEG,4.562369022669451e-05,0.00011300528365887073
stage1_sme_size_class,digital_intensity__E_DI4_HI,digital intensity  E DI4 HI,3.605469738055903e-05,2.183707089312779e-05
stage1_sme_size_class,ict_recruitment__E_ITSPDSAL,ict recruitment  E ITSPDSAL,3.314358553552221e-05,5.580067851618005e-06
stage1_sme_size_class,year,Year,3.0690425970027656e-05,3.4321135391699336e-05
stage1_sme_size_class,ict_recruitment__E_ITSPVAC2,ict recruitment  E ITSPVAC2,2.985745444948155e-05,4.4722724471091445e-06
stage1_sme_size_class,data_analytics__E_DASCRM,data analytics  E DASCRM,1.8598730021681293e-05,4.023633975820105e-05
stage1_sme_size_class,ict_recruitment__E_ITSPDLET,ict recruitment  E ITSPDLET,1.1003978383291221e-05,4.605759581656413e-06
stage1_sme_size_class,ict_constraint_index,ict constraint index,9.164364872989625e-06,4.265160710218505e-06
stage1_sme_size_class,ict_training__E_ITSPT2,ict training  E ITSPT2,-1.145882053683415e-05,1.0672576767140564e-05
stage1_sme_size_class,ict_training__E_ITT2,ict training  E ITT2,-1.2168141573176694e-05,5.751396117871767e-06
stage1_sme_size_class,cloud__E_CC_PERP,cloud  E CC PERP,-1.302200757535843e-05,7.691423564238123e-05
stage1_sme_size_class,cloud__E_CC1_SI,cloud  E CC1 SI,-1.371854448922738e-05,0.0003500792067825351
stage1_sme_size_class,ecommerce_value__E_AWSVAL_HM,ecommerce value  E AWSVAL HM,-1.7002586205007903e-05,0.00014140783636707512
stage1_sme_size_class,security_concern_index,Security concern,-1.9208600277949756e-05,7.542094765020228e-05
stage1_sme_size_class,ict_recruitment__E_ITSPRCR2,ict recruitment  E ITSPRCR2,-2.6420029083003744e-05,2.3850274787063445e-05
stage1_sme_size_class,digital_intensity__E_DI4_VHI,digital intensity  E DI4 VHI,-2.9355186345780826e-05,2.1061064203540552e-05
stage1_sme_size_class,ict_training__E_ITUST2,ict training  E ITUST2,-4.315989615525743e-05,3.5144394438404682e-06
stage1_sme_size_class,digital_intensity__E_DI3_HI,digital intensity  E DI3 HI,-4.351932048947867e-05,0.0003694772554001871
stage1_sme_size_class,ecommerce_sales__E_ESELL,ecommerce sales  E ESELL,-5.043615422994918e-05,0.00021068314749103
stage1_sme_size_class,ai__E_AI_BCDP,ai  E AI BCDP,-7.335364673286919e-05,0.00010596882499350496
stage1_sme_size_class,digital_intensity__E_DI4_GELO,digital intensity  E DI4 GELO,-7.670614572369283e-05,1.1996975513721156e-05
stage1_sme_size_class,ict_capability_index,ict capability index,-7.957637261441867e-05,3.4892010250698004e-06
stage1_sme_size_class,digital_intensity__E_DI3_GELO,digital intensity  E DI3 GELO,-0.00023486736796850724,0.00014671544838401303
stage1_sme_size_class,cloud__E_CC1_S,cloud  E CC1 S,-0.00028008165597621465,0.0005266658911851639
stage1_sme_size_class,efficiency_need_proxy,efficiency need proxy,-0.0005656045806038216,0.0015272914020558373
stage1_sme_size_class,ai__E_AI_PBAM,ai  E AI PBAM,-0.0006456874825298461,0.0003307772813835792
stage2_industry_region_GE10,ai_industry__E_AI_TML,ML capability,0.48786332814095784,0.025074978004164056
stage2_industry_region_GE10,ai_industry__E_AI_TNLG,Natural language generation,0.07057580964287437,0.0025974420110923806
stage2_industry_region_GE10,geo,Country heterogeneity,0.05728725878728955,0.003046082538178714
stage2_industry_region_GE10,digital_foundation_index,Digital foundation,0.017058048317716023,0.0028691660816077087
stage2_industry_region_GE10,ai_industry__E_AI_CC,ai industry  E AI CC,0.010496890512630114,0.001329490103068086
stage2_industry_region_GE10,nace_r2,Industry heterogeneity,0.00904039584783651,0.0008349318916968252
stage2_industry_region_GE10,year,Year,0.008314709753615526,0.0012425748204196697
stage2_industry_region_GE10,ai_industry__E_AI_CC1SI_DA,ai industry  E AI CC1SI DA,0.004503231918709068,0.0006651747983222333
stage2_industry_region_GE10,deployment_readiness_index,Deployment readiness,0.0038747771174063583,0.0007193710752239455
stage2_industry_region_GE10,isoc_e_diin2__E_DI3_VHI,isoc e diin2  E DI3 VHI,0.002916715703722539,0.0004365964706666899
stage2_industry_region_GE10,ai_industry__E_AI_DA,ai industry  E AI DA,0.0028376736534713363,0.0003521427618131969
stage2_industry_region_GE10,isoc_cicce_usen2__E_CC1_S,isoc cicce usen2  E CC1 S,0.0025172930320517075,0.0006525027978650153
stage2_industry_region_GE10,ai_industry__E_AI_PBAM,ai industry  E AI PBAM,0.002458453881803981,0.0004141568330468943
stage2_industry_region_GE10,ai_industry__E_AI_PITS,ai industry  E AI PITS,0.0022738820335582353,0.0007447448253652868
stage2_industry_region_GE10,isoc_e_diin2__E_DI3_GELO,isoc e diin2  E DI3 GELO,0.0020865641758019047,0.00039944139411039146
stage2_industry_region_GE10,isoc_ec_eseln2__E_AESELL,isoc ec eseln2  E AESELL,0.0020722462225514493,0.0007995539277546051
stage2_industry_region_GE10,isoc_cicce_usen2__E_CC_PDEV,isoc cicce usen2  E CC PDEV,0.0020223431411865536,0.0003111064475737154
stage2_industry_region_GE10,isoc_cicce_usen2__E_CC_PERP,isoc cicce usen2  E CC PERP,0.0013101725581171897,0.0002863126048924689
stage2_industry_region_GE10,market_digitization_index,market digitization index,0.0013080737058453844,0.0003628819687072363
stage2_industry_region_GE10,isoc_ec_eseln2__E_AWS_CMP,isoc ec eseln2  E AWS CMP,0.001213939813883606,0.00017337808272663966
stage2_industry_region_GE10,governance_maturity_proxy,governance maturity proxy,0.0011397947592805917,0.00019847835252456044
stage2_industry_region_GE10,isoc_ec_eseln2__E_AWSELL,isoc ec eseln2  E AWSELL,0.0011142528904413047,0.0004425497972507767
stage2_industry_region_GE10,ai_industry__E_AI_BLEG,ai industry  E AI BLEG,0.0010142947727575329,0.00013135293816601357
stage2_industry_region_GE10,isoc_cicce_usen2__E_CC_PCPU,isoc cicce usen2  E CC PCPU,0.0009797006973859546,0.0001505763731999072
stage2_industry_region_GE10,isoc_ec_eseln2__E_AWSFOR,isoc ec eseln2  E AWSFOR,0.0009192542668181961,0.0002469783271227754
stage2_industry_region_GE10,isoc_cicce_usen2__E_CC,isoc cicce usen2  E CC,0.0008857663390019291,0.00016433663001101263
stage2_industry_region_GE10,isoc_cicce_usen2__E_CC1_SI,isoc cicce usen2  E CC1 SI,0.0008717783863128326,0.00011965325366424066
stage2_industry_region_GE10,isoc_e_diin2__E_DI4_VHI,isoc e diin2  E DI4 VHI,0.0007730447140242477,0.0004909759827159644
stage2_industry_region_GE10,ai_industry__E_AI_BINC,ai industry  E AI BINC,0.0007687163073336519,0.0001234745331777972
stage2_industry_region_GE10,isoc_cicce_usen2__E_CC_PCRM,isoc cicce usen2  E CC PCRM,0.0007616253805807863,0.00022121668494759898
stage2_industry_region_GE10,isoc_ec_eseln2__E_AWS_COWN,isoc ec eseln2  E AWS COWN,0.0007378513038578486,0.0002211391607793653
stage2_industry_region_GE10,ai_industry__E_AI_BDDT,ai industry  E AI BDDT,0.0007247497608808459,0.00020690529446007726
stage2_industry_region_GE10,isoc_eb_dan2__E_DASSDS,isoc eb dan2  E DASSDS,0.0007173241001494912,0.00019590946170215464
stage2_industry_region_GE10,isoc_ec_eseln2__E_ESELL,isoc ec eseln2  E ESELL,0.0006666919515891471,0.0002518046201967525
stage2_industry_region_GE10,ai_industry__E_AI_BEC,ai industry  E AI BEC,0.0006567683746540598,8.773180664556628e-05
stage2_industry_region_GE10,isoc_eb_dan2__E_DA,isoc eb dan2  E DA,0.0006277097156006753,9.195495319369487e-05
stage2_industry_region_GE10,isoc_e_diin2__E_DI3_HI,isoc e diin2  E DI3 HI,0.0005833817423019175,9.060880590147598e-05
stage2_industry_region_GE10,ai_industry__E_AI_BCDP,ai industry  E AI BCDP,0.0005802237718239475,0.00018417744513553064
stage2_industry_region_GE10,ai_industry__E_AI_BNU,ai industry  E AI BNU,0.000506397294088958,0.00012241005217317012
stage2_industry_region_GE10,ai_industry__E_AI_BLE,ai industry  E AI BLE,0.0004649246403654235,0.0001695029178733913
stage2_industry_region_GE10,isoc_eb_dan2__E_DASWEB,isoc eb dan2  E DASWEB,0.0004422801511044794,0.0001119827111685542
stage2_industry_region_GE10,isoc_cicce_usen2__E_CC_PSEC,isoc cicce usen2  E CC PSEC,0.0004386432190338167,0.0001642727693840464
stage2_industry_region_GE10,ai_industry__E_AI_BCST,ai industry  E AI BCST,0.0003880361810180699,0.00011000015228023388
stage2_industry_region_GE10,security_concern_index,Security concern,0.0003110003475492636,0.0001624048378425897
stage2_industry_region_GE10,isoc_ske_itrcrn2__E_ITSPDSAL,isoc ske itrcrn2  E ITSPDSAL,0.00030933998002629265,6.133116469579379e-05
stage2_industry_region_GE10,isoc_ske_itrcrn2__E_ITSPDLA,isoc ske itrcrn2  E ITSPDLA,0.0003068756192384688,2.7105277099951616e-05
stage2_industry_region_GE10,isoc_eb_dan2__E_DASCRM,isoc eb dan2  E DASCRM,0.00029564887338583606,2.8998667256229585e-05
stage2_industry_region_GE10,isoc_eb_dan2__E_DASANY,isoc eb dan2  E DASANY,0.00025381491211098894,3.788084468414603e-05
stage2_industry_region_GE10,data_maturity_index,Data maturity,0.00021247757138835124,4.933070887245101e-05
stage2_industry_region_GE10,isoc_e_diin2__E_DI4_HI,isoc e diin2  E DI4 HI,0.0001545840137409197,0.00015621325719441357
stage2_industry_region_GE10,isoc_eb_dan2__E_DASERP,isoc eb dan2  E DASERP,0.0001249259596334725,5.4630878044685954e-05
stage2_industry_region_GE10,isoc_ske_itrcrn2__E_ITSPDLET,isoc ske itrcrn2  E ITSPDLET,9.648715747696361e-05,2.4106601677319542e-05
stage2_industry_region_GE10,isoc_cicce_usen2__E_CC_DA,isoc cicce usen2  E CC DA,7.96755125372639e-05,6.019536203938208e-05
stage2_industry_region_GE10,isoc_r_eb_ain2_regionmean__E_AI_TML,isoc r eb ain2 regionmean  E AI TML,7.869910517325589e-05,1.3986252676440512e-05
stage2_industry_region_GE10,isoc_ske_itrcrn2__E_ITSPDLWE,isoc ske itrcrn2  E ITSPDLWE,5.208855542837565e-05,1.8043127487459625e-05
stage2_industry_region_GE10,isoc_r_eb_ain2_regionmean__E_AI_TNLG,isoc r eb ain2 regionmean  E AI TNLG,4.8321071740298205e-05,8.813089164215567e-06
stage2_industry_region_GE10,isoc_ske_ittn2__E_ITUST2,isoc ske ittn2  E ITUST2,4.301998938186872e-05,6.623822599519437e-05
stage2_industry_region_GE10,isoc_eb_dan2__E_DASGE3,isoc eb dan2  E DASGE3,1.5815312098266254e-05,4.539353843049004e-05
stage2_industry_region_GE10,size_emp,size emp,0.0,0.0
stage2_industry_region_GE10,ict_constraint_index,ict constraint index,-2.6346323010388122e-05,4.262187507652451e-05
stage2_industry_region_GE10,isoc_e_diin2__E_DI4_GELO,isoc e diin2  E DI4 GELO,-6.980929446342062e-05,0.00012952521606332713
stage2_industry_region_GE10,isoc_ske_itrcrn2__E_ITSPVAC2,isoc ske itrcrn2  E ITSPVAC2,-0.00015508668092588848,6.5841504482217e-05
stage2_industry_region_GE10,isoc_ske_itrcrn2__E_ITSPRCR2,isoc ske itrcrn2  E ITSPRCR2,-0.0006669250011179054,0.0008515884175752873
stage2_industry_region_GE10,isoc_ske_ittn2__E_ITT2,isoc ske ittn2  E ITT2,-0.0007685496317785534,0.00012106984391658425
stage2_industry_region_GE10,isoc_ske_ittn2__E_ITSPT2,isoc ske ittn2  E ITSPT2,-0.0020253046673601727,0.00020520263081860713
