geo,country,year,size_emp,ai__E_AI_BCDP,ai__E_AI_BCST,ai__E_AI_BDDT,ai__E_AI_BEC,ai__E_AI_BIAS,ai__E_AI_BINC,ai__E_AI_BLE,ai__E_AI_BLEG,ai__E_AI_BNU,ai__E_AI_CC,ai__E_AI_CC1SI_DA,ai__E_AI_DA,ai__E_AI_EC,ai__E_AI_PBAM,ai__E_AI_PITS,ai__E_AI_TANY,ai__E_AI_TML,ai__E_AI_TNLG,ai__E_AI_TPA,big_data__E_BDA,big_data__E_BDAEXT,big_data__E_BDAINT,big_data__E_BDAML,big_data__E_BDANL,big_data__E_BDBUY,cloud__E_CC,cloud__E_CC1_S,cloud__E_CC1_SI,cloud__E_CC_DA,cloud__E_CC_PCPU,cloud__E_CC_PCRM,cloud__E_CC_PDB,cloud__E_CC_PDEV,cloud__E_CC_PERP,cloud__E_CC_PFIL,cloud__E_CC_PSEC,data_analytics__E_DA,data_analytics__E_DAEXT,data_analytics__E_DAOWN,data_analytics__E_DASANY,data_analytics__E_DASCRM,data_analytics__E_DASERP,data_analytics__E_DASGE3,data_analytics__E_DASSDS,data_analytics__E_DASWEB,digital_intensity__E_DI3_GELO,digital_intensity__E_DI3_HI,digital_intensity__E_DI3_VHI,digital_intensity__E_DI4_GELO,digital_intensity__E_DI4_HI,digital_intensity__E_DI4_VHI,ecommerce_sales__E_AESELL,ecommerce_sales__E_AWSDS,ecommerce_sales__E_AWSELL,ecommerce_sales__E_AWSFOR,ecommerce_sales__E_AWS_CMP,ecommerce_sales__E_AWS_COWN,ecommerce_sales__E_ESELL,ecommerce_value__E_AWSVAL,ecommerce_value__E_AWSVAL_B2BG,ecommerce_value__E_AWSVAL_B2C,ecommerce_value__E_AWSVAL_CMP,ecommerce_value__E_AWSVAL_CMPQ,ecommerce_value__E_AWSVAL_COWN,ecommerce_value__E_AWSVAL_EU,ecommerce_value__E_AWSVAL_GT1_B2C_GT10WS,ecommerce_value__E_AWSVAL_HM,ecommerce_value__E_AWSVAL_WW,ecommerce_value__E_AXSVAL,ecommerce_value__E_ETURN,ecommerce_value__T_AWS_CMP_GE20,ecommerce_value__T_AWS_GT1_B2C_GT10WS,ict_recruitment__E_ITSPDLA,ict_recruitment__E_ITSPDLET,ict_recruitment__E_ITSPDLWE,ict_recruitment__E_ITSPDSAL,ict_recruitment__E_ITSPRCR2,ict_recruitment__E_ITSPVAC2,ict_training__E_ITSPT2,ict_training__E_ITT2,ict_training__E_ITUST2,target_workflow_automation,target_any_ai,security_concern_index,efficiency_need_proxy,deployment_readiness_index,data_maturity_index,digital_foundation_index,market_digitization_index,ict_capability_index,ict_constraint_index,governance_maturity_proxy,is_sme,adoption_gap_vs_any_ai,security_x_efficiency,deployment_x_data_maturity
ES,Spain,2025,10-249,18.205000000000002,16.1425,16.2675,7.9275,,12.07,28.049999999999997,17.462500000000002,4.605,12.855,9.575,14.1,11.926666666666668,12.493333333333334,7.0,19.225,4.915,8.239999999999998,6.05,,,,,,,40.645,48.48333333333334,54.84,25.675,18.63,24.253333333333334,32.026666666666664,17.419999999999998,27.25333333333333,52.336666666666666,41.13333333333333,46.19,19.455,38.435,56.300000000000004,40.09333333333334,52.160000000000004,33.81,10.393333333333333,17.326666666666668,75.35,30.11,10.95,,,,27.975,11.549999999999999,47.78666666666667,16.683333333333334,17.85333333333333,46.403333333333336,46.24333333333333,31.950000000000003,25.676666666666666,28.956666666666667,13.386666666666668,2.3666666666666667,41.25,9.243333333333334,28.47,40.53666666666667,4.8566666666666665,22.185,8.27,9.23,15.23,,,,,,,,,,6.05,19.225,16.589285714285715,22.364722222222223,32.13595238095238,45.43333333333334,38.803333333333335,32.96861111111111,,,24.066666666666666,1,13.175,371.0147668650794,1460.0434365079366
AT,Austria,2025,10-249,18.8775,10.335,15.477500000000001,10.325,,14.0275,25.805,18.9525,8.4625,22.225,9.934999999999999,12.79,16.983333333333334,19.77,7.73,28.775,6.8100000000000005,14.41,5.8100000000000005,,,,,,,51.0,45.75666666666666,53.54333333333333,17.405,18.716666666666665,15.63,22.7,13.356666666666667,13.276666666666666,51.53,38.99666666666666,25.03,11.879999999999999,16.505000000000003,42.050000000000004,21.643333333333334,34.026666666666664,21.013333333333332,8.18,18.146666666666665,72.99,26.44,9.01,,,,28.935000000000002,,49.02,31.34,24.003333333333334,46.04,42.56333333333333,31.195,22.61,31.526666666666667,11.006666666666666,3.5133333333333336,43.126666666666665,13.006666666666668,31.289999999999996,38.223333333333336,2.9033333333333338,25.244999999999997,12.88,7.65,18.77,,,,,,,,,,5.8100000000000005,28.775,16.25714285714286,18.98,33.5447619047619,29.364444444444448,36.14666666666667,38.11233333333333,,,23.36333333333333,1,22.964999999999996,308.5605714285715,985.0232973544973
IE,Ireland,2025,10-249,,,,,,,,,,17.240000000000002,12.364999999999998,13.535,,17.30666666666667,10.806666666666667,18.59,5.15,8.43,5.29,,,,,,,73.295,52.080000000000005,70.67,25.97,15.186666666666667,20.006666666666664,25.906666666666666,14.286666666666667,17.163333333333334,56.18,45.97,39.864999999999995,17.035,32.305,50.56,35.67666666666667,44.79666666666666,23.853333333333335,8.083333333333334,19.02,79.3,29.4,10.69,,,,36.47,,50.29,20.976666666666667,17.816666666666666,43.673333333333325,50.56666666666666,21.805,27.03333333333333,20.836666666666666,8.136666666666667,4.1499999999999995,39.733333333333334,,20.12666666666667,,,33.595,10.8,4.32,7.96,,,,,,,,,,5.29,18.59,,21.100277777777777,40.843809523809526,38.092777777777776,39.79666666666666,39.76333333333333,,,28.388333333333332,1,13.3,,1555.8541597883598
SK,Slovakia,2025,10-249,16.415,15.492500000000001,13.485000000000001,5.43,,16.09,18.4025,17.3,5.397500000000001,11.275,7.975,11.995000000000001,9.386666666666667,6.206666666666667,5.41,17.22,3.38,8.91,4.234999999999999,,,,,,,35.825,48.17333333333334,51.73333333333333,20.15,14.996666666666668,17.91,24.783333333333335,14.030000000000001,15.046666666666667,37.93,43.95666666666667,37.965,8.91,34.45,55.07,35.60666666666666,47.89666666666667,37.45666666666667,14.563333333333333,24.310000000000002,57.09,19.63,5.37,,,,18.615000000000002,5.076666666666667,37.63333333333333,20.333333333333332,14.443333333333335,41.93333333333333,36.9,27.325,25.063333333333333,26.486666666666668,2.47,0.06666666666666667,49.07999999999999,13.053333333333335,26.123333333333335,37.43,1.0666666666666667,29.564999999999998,13.78,1.75,12.59,,,,,,,,,,4.234999999999999,17.22,14.659285714285716,19.294444444444448,30.424047619047624,43.49722222222223,27.363333333333333,25.766944444444444,,,24.683333333333337,1,12.985,282.84277380952386,1323.3615601851855
FR,France,2025,10-249,,,,,,,,,,12.1,7.02,10.675,,13.376666666666667,6.3566666666666665,17.04,3.525,6.945,3.9000000000000004,,,,,,,39.2,44.88666666666666,53.41,20.225,18.80666666666667,15.686666666666667,24.179999999999996,13.959999999999999,20.36,41.98333333333333,38.45666666666667,37.925,11.615,31.38,50.870000000000005,24.936666666666667,43.13333333333333,15.813333333333333,3.1633333333333336,10.250000000000002,69.44,26.09,6.88,,,,18.47,,40.24666666666667,18.68,11.653333333333334,41.276666666666664,37.61666666666667,22.64,16.656666666666666,31.77333333333333,5.163333333333333,,43.26333333333334,,31.436666666666667,,,32.1,9.48,5.49,13.87,,,,,,,,,,3.9000000000000004,17.04,,19.42361111111111,29.861904761904764,34.86944444444445,34.13666666666666,29.85266666666667,,,22.40666666666667,1,13.139999999999999,,1041.2680291005292
BG,Bulgaria,2025,10-249,13.7375,16.055,11.84,8.39,,14.995,21.08,14.455,4.77,5.055,3.34,5.369999999999999,5.053333333333334,12.39,4.916666666666667,8.274999999999999,2.08,3.11,3.55,,,,,,,17.4,34.846666666666664,39.63333333333333,9.809999999999999,9.673333333333334,11.589999999999998,28.72,11.696666666666667,15.980000000000002,31.78,24.433333333333337,26.685000000000002,9.36,21.965,45.4,27.653333333333336,36.446666666666665,27.996666666666666,8.176666666666668,16.366666666666667,38.33,10.87,1.8,,,,16.175,3.2099999999999995,41.28666666666666,16.63,20.64,33.36333333333333,38.63333333333333,44.255,33.27333333333333,29.563333333333333,12.006666666666668,5.613333333333333,50.830000000000005,17.506666666666664,27.993333333333336,40.699999999999996,4.63,8.69,5.89,4.39,6.9,,,,,,,,,,3.55,8.274999999999999,14.364642857142858,15.535833333333334,19.486428571428572,33.36055555555556,16.999999999999996,25.551388888888884,,,14.675000000000002,1,4.724999999999999,223.16669732142861,650.0780829365079
HU,Hungary,2025,10-249,15.7575,13.3225,11.455,9.4,,11.99,20.37,15.842500000000001,9.4725,8.115,5.15,6.265,7.836666666666666,12.183333333333335,4.636666666666666,9.89,2.1100000000000003,3.99,3.535,,,,,,,48.455,49.660000000000004,55.73333333333333,24.97,23.456666666666667,12.003333333333332,35.45333333333333,13.586666666666666,14.603333333333333,42.443333333333335,41.403333333333336,40.959999999999994,20.759999999999998,22.6,48.4,17.293333333333333,33.470000000000006,18.813333333333333,7.396666666666666,16.92,59.81,21.12,5.54,,,,21.255,7.913333333333333,43.576666666666675,16.036666666666665,19.03,39.53666666666667,40.00333333333333,28.325,34.95,17.27,7.343333333333334,2.5366666666666666,44.876666666666665,7.203333333333333,16.716666666666665,42.77,2.24,26.915,10.48,4.0,8.33,,,,,,,,,,3.535,9.89,14.019642857142857,18.529722222222222,31.729047619047623,36.05777777777777,28.823333333333338,28.5525,,,23.02,1,6.355,259.78008779761905,1144.0789481481481
PT,Portugal,2025,10-249,19.16,21.0275,17.009999999999998,12.702499999999999,,16.0275,25.930000000000003,19.91,6.425,7.895,6.484999999999999,8.05,12.86,16.03333333333333,10.430000000000001,10.719999999999999,3.52,4.82,3.44,,,,,,,37.955,47.17666666666667,51.54333333333333,22.935000000000002,22.46666666666667,14.053333333333333,31.316666666666663,15.466666666666667,19.383333333333333,46.26333333333333,40.46666666666667,44.370000000000005,18.2,32.945,55.080000000000005,36.92666666666667,49.53,37.07666666666667,12.363333333333335,23.213333333333335,63.94,21.35,7.0,,,,21.385,9.269999999999998,37.306666666666665,23.62,25.066666666666666,39.120000000000005,45.57333333333333,24.75,21.666666666666668,28.166666666666668,12.626666666666667,1.8499999999999999,37.20333333333333,8.4,27.786666666666665,37.14,4.29,32.394999999999996,14.29,5.46,13.96,,,,,,,,,,3.44,10.719999999999999,18.823928571428574,21.21055555555556,29.569761904761908,45.5088888888889,30.763333333333332,29.620277777777776,,,25.448333333333334,1,7.279999999999999,399.2659827380954,1345.6870089947095
LV,Latvia,2025,10-249,18.97,13.5725,14.9525,9.48,,15.94,20.8875,16.665,9.115,10.0,7.41,8.84,10.386666666666668,14.843333333333334,8.793333333333335,11.33,2.83,4.45,3.44,,,,,,,43.09,36.29,53.29,24.28,16.593333333333334,10.306666666666667,27.066666666666663,11.799999999999999,11.233333333333334,36.29,23.773333333333337,35.15,7.5,31.23,54.153333333333336,33.29,43.81666666666666,35.85,14.083333333333334,26.0,58.54,20.01,7.13,,,,18.92,5.496666666666666,42.279999999999994,21.233333333333334,16.113333333333333,38.663333333333334,38.93,29.065,25.66,27.05,11.603333333333333,5.159999999999999,41.11,12.12,26.386666666666667,29.76,10.833333333333334,26.3,10.73,3.96,12.42,,,,,,,,,,3.44,11.33,15.781071428571428,19.144444444444446,26.52190476190476,41.717777777777776,28.56,26.733888888888888,,,16.283333333333335,1,7.890000000000001,302.11984523809525,1106.434929100529
CZ,Czechia,2025,10-249,,,,,,,,,,14.33,9.995000000000001,13.085,,17.466666666666665,9.476666666666667,16.38,6.18,11.995000000000001,3.415,,,,,,,54.525000000000006,45.76,54.32333333333333,32.339999999999996,16.046666666666667,18.773333333333333,28.456666666666667,9.520000000000001,20.180000000000003,45.25333333333333,36.13,43.89,12.094999999999999,41.0,59.373333333333335,37.57666666666667,57.96333333333333,32.27333333333333,8.853333333333333,18.83,70.46,28.16,11.04,,,,25.415,,44.4,,17.113333333333333,45.46333333333333,47.10333333333333,27.05,28.426666666666666,22.939999999999998,10.223333333333333,1.7,41.13,,22.316666666666666,,,32.375,18.86,7.97,14.87,,,,,,,,,,3.415,16.38,,23.72,32.083333333333336,45.178888888888885,36.553333333333335,35.899,,,22.803333333333335,1,12.965,,1449.4893518518518
EE,Estonia,2025,10-249,,,,,,,,,,19.715000000000003,15.475000000000001,18.65,,23.426666666666666,9.433333333333332,22.905,3.615,14.76,3.02,,,,,,,60.485,50.526666666666664,68.37666666666667,39.57,27.52,15.49,25.833333333333332,17.106666666666666,17.293333333333333,61.46666666666667,42.160000000000004,55.675,13.79,48.605000000000004,65.73666666666666,41.690000000000005,50.333333333333336,38.67333333333333,15.14,23.543333333333337,72.12,28.32,7.87,,,,25.075,,43.85333333333333,,7.893333333333332,46.69,38.56666666666666,27.090000000000003,,,2.0100000000000002,0.11333333333333334,49.28666666666667,,,,,29.24,12.66,1.33,,,,,,,,,,,3.02,22.905,,27.70555555555556,39.12071428571429,53.36166666666666,36.10333333333333,32.41566666666667,,,25.796666666666667,1,19.885,,2087.5465154761905
TR,T?rkiye,2025,10-249,19.5175,21.455,17.365000000000002,13.842500000000001,,19.705,23.835,19.7725,5.244999999999999,3.675,2.4749999999999996,4.154999999999999,9.073333333333332,15.153333333333334,8.15,7.074999999999999,2.65,2.58,2.7199999999999998,,,,,,,19.645,30.436666666666667,41.27666666666667,7.164999999999999,17.45,8.866666666666665,19.216666666666665,14.246666666666668,14.063333333333333,35.306666666666665,25.099999999999998,15.7,5.595,13.355,42.01,27.463333333333335,32.443333333333335,25.293333333333333,12.11,19.803333333333335,42.7,10.23,1.85,,,,13.385,9.833333333333334,38.85666666666666,11.406666666666666,33.82333333333334,20.7,26.476666666666663,,,,,,,,,,,,,,,,,,,,,,,,2.7199999999999998,7.074999999999999,19.35607142857143,13.46888888888889,19.55071428571429,27.667777777777776,18.26,23.845833333333335,,,16.625,1,4.3549999999999995,260.7047753968254,540.9248182539683
CY,Cyprus,2025,10-249,14.832500000000001,12.5825,14.864999999999998,9.8475,,15.525,21.39,16.77,4.57,7.355,5.88,6.640000000000001,7.760000000000001,17.826666666666664,11.39,8.735,3.87,4.265,2.6950000000000003,,,,,,,50.790000000000006,60.910000000000004,63.27333333333333,27.189999999999998,16.596666666666668,15.943333333333333,25.013333333333335,13.85,14.090000000000002,55.056666666666665,58.583333333333336,42.075,15.879999999999999,32.83,55.220000000000006,40.730000000000004,49.443333333333335,34.57,8.073333333333332,26.273333333333337,74.35,29.92,6.87,,,,23.259999999999998,5.083333333333333,47.20333333333334,19.4,29.883333333333336,35.440000000000005,44.15,46.525000000000006,37.276666666666664,27.069999999999997,12.306666666666667,4.543333333333333,52.03666666666667,14.85,25.36,12.18,37.31666666666667,9.43,11.9,6.79,7.78,,,,,,,,,,2.6950000000000003,8.735,15.116071428571429,20.991944444444446,37.23452380952381,43.955000000000005,37.04666666666667,30.83666666666667,,,34.986666666666665,1,6.039999999999999,317.31573164682544,1636.6434940476192
SI,Slovenia,2025,10-249,17.0625,14.200000000000001,15.772499999999999,9.5825,,16.8925,23.325,19.03,7.4025,15.8,9.594999999999999,12.475000000000001,11.876666666666667,15.99,16.886666666666667,20.325000000000003,4.1850000000000005,5.555,2.635,,,,,,,47.129999999999995,50.370000000000005,57.78,21.475,17.786666666666665,15.776666666666666,25.936666666666664,11.376666666666667,16.44333333333333,51.879999999999995,45.120000000000005,29.485,6.595,25.64,50.050000000000004,31.189999999999998,42.93666666666667,24.349999999999998,11.206666666666669,17.826666666666664,65.67,22.99,6.99,,,,27.39,3.373333333333333,45.56333333333333,22.073333333333334,21.453333333333333,36.373333333333335,39.12,27.06,32.07666666666667,19.293333333333333,7.693333333333334,,43.67666666666667,,19.09,30.44333333333333,,29.775,13.66,7.1,11.83,,,,,,,,,,2.635,20.325000000000003,16.552142857142858,17.983333333333334,33.88166666666667,34.62833333333333,31.88333333333333,28.878888888888884,,,31.003333333333337,1,17.690000000000005,297.6627023809524,1173.2656472222222
